,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.5,0.4,1.0,0.45,0.8,0.46,0.97,1.0
ctrlr.csv,0.0,0.43,0.91,0.24,0.34,0.73,0.23,0.91,0.54
empserver.csv,0.0,0.97,0.12,0.13,0.35,0.7,0.41,0.96,0.85
ffigo.csv,0.0,0.69,0.33,0.17,0.34,0.99,0.24,0.95,0.72
gmerlin.csv,0.0,0.42,0.22,0.13,1.0,0.58,0.41,1.0,0.75
skia.csv,0.01,0.44,0.14,0.27,0.38,0.4,0.95,0.98,1.0
wikipediardware.csv,0.0,0.44,0.2,0.18,0.35,0.65,0.35,0.96,0.97
zemljanka.csv,0.0,0.47,0.27,0.17,0.33,0.6,0.35,1.0,0.76
