,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.99,0.98,0.92,0.89,0.92,0.75,0.89,0.87
biodwh.csv,0.99,0.95,0.83,0.86,0.95,0.0,0.83,0.92
brlcad.csv,0.85,0.43,0.51,0.76,0.43,0.46,0.66,0.37
critterding.csv,0.51,0.55,0.62,0.55,0.55,0.68,0.71,0.4
jmri.csv,0.45,0.58,0.55,0.5,0.58,0.82,0.62,0.52
nabu-library.csv,0.99,0.59,0.55,0.62,0.86,0.9,0.59,0.45
popeye-chess.csv,0.56,0.57,0.48,0.55,0.55,0.47,0.64,0.41
yarp.csv,1.0,0.72,0.82,0.68,0.96,0.67,0.98,0.94
