,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.15,0.1,0.21,0.24,1.0,0.05,0.18,0.38
biodwh.csv,0.11,0.06,0.22,0.2,0.2,0.0,0.04,1.0
brlcad.csv,0.95,0.26,0.47,0.41,0.09,0.0,0.39,0.25
critterding.csv,0.51,0.54,1.0,0.63,0.55,0.5,0.42,0.62
jmri.csv,0.59,0.98,0.51,0.36,0.52,0.14,0.31,0.52
nabu-library.csv,0.15,0.45,0.43,0.63,0.2,0.24,1.0,0.55
popeye-chess.csv,0.41,0.39,0.33,0.91,0.64,0.36,0.37,0.78
yarp.csv,0.32,0.49,0.3,0.41,0.29,0.97,0.08,0.29
