,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.83,0.62,0.79,0.85,0.79,0.72,0.9,0.92,0.74,0.91,0.78,0.46,0.77,0.76,0.59,0.98,0.65,0.67,0.92,0.74
array4j.csv,0.91,0.94,0.57,0.99,0.79,0.62,0.83,0.91,0.84,0.91,0.73,0.62,0.99,0.79,0.99,0.91,0.63,0.9,0.9,0.71
bzbyte.csv,0.72,1.0,1.0,1.0,0.76,0.86,1.0,1.0,1.0,1.0,0.9,0.76,0.87,1.08,1.0,1.0,1.0,0.4,1.0,1.0
capcode.csv,0.63,0.75,0.81,0.75,0.32,0.65,0.88,0.75,0.78,0.44,0.6,0.75,1.02,0.82,0.92,0.46,0.9,0.6,0.76,0.74
fm-classic.csv,0.77,0.72,0.94,0.9,0.82,0.83,1.0,1.0,0.92,0.07,0.86,0.91,0.56,1.0,0.93,0.89,1.0,0.79,0.71,1.01
freenet.csv,0.68,0.65,0.77,0.97,0.85,0.44,0.93,0.92,1.0,1.0,0.87,0.73,0.84,0.86,1.02,0.7,0.72,0.74,0.92,0.94
hannosset.csv,0.85,0.79,0.69,0.72,1.01,0.87,0.87,0.96,0.92,1.0,0.77,0.87,1.0,1.02,0.74,0.69,0.26,0.8,0.86,0.88
haphazard.csv,0.73,0.87,1.0,0.85,0.78,0.66,0.72,0.75,0.76,1.06,0.51,0.78,0.84,1.01,0.94,0.82,1.02,0.7,0.68,0.75
intact.csv,0.56,0.56,0.62,0.7,0.72,0.57,0.49,0.64,0.67,1.06,0.8,0.54,0.56,0.55,0.69,0.98,0.68,0.74,0.82,0.78
ipfire-wall.csv,0.44,0.37,1.0,0.92,0.89,0.7,0.81,0.89,0.75,0.97,0.8,0.74,0.32,0.52,0.78,0.96,1.0,0.67,0.86,0.64
jlinalg.csv,0.88,0.18,0.71,0.76,0.86,0.83,0.74,0.83,0.83,0.78,0.86,0.82,0.53,0.82,0.62,0.85,0.5,0.6,0.82,0.67
nassp.csv,0.5,0.69,0.71,0.95,0.93,0.73,0.79,0.79,0.31,0.73,0.86,0.73,0.8,0.83,0.84,0.9,1.0,0.67,0.91,0.66
ondex.csv,0.89,0.86,0.8,0.9,0.86,0.56,0.61,0.66,0.6,0.75,0.49,0.66,0.56,0.46,0.75,0.97,0.75,0.87,0.54,0.85
optalgtoolkit.csv,0.58,1.05,0.79,0.37,0.73,0.73,0.7,0.8,0.65,0.77,0.82,0.66,0.87,0.63,0.79,0.68,1.1,0.7,0.71,0.66
pustefix.csv,0.54,0.53,1.02,0.86,0.76,0.73,0.73,0.51,0.75,0.79,0.59,0.69,0.52,1.07,0.9,1.0,0.87,0.65,0.83,0.84
soar.csv,1.0,0.68,0.94,0.97,0.77,0.89,0.96,1.0,1.0,0.99,0.79,0.78,1.0,0.99,1.0,0.48,1.0,0.73,0.79,1.01
sqlpower-library.csv,0.38,0.68,0.94,0.63,0.76,0.82,0.8,0.7,1.0,0.75,0.8,0.71,1.0,0.98,0.8,1.0,1.0,0.92,1.0,0.8
super-tux.csv,0.66,0.84,0.83,0.52,0.72,0.87,0.59,0.95,0.62,1.02,0.68,0.72,0.96,0.76,0.1,0.85,0.93,0.85,0.71,0.57
tart.csv,0.96,0.67,0.93,0.72,0.72,0.59,0.57,0.54,0.5,0.56,0.53,0.56,0.8,0.33,0.59,0.94,0.89,0.89,0.56,0.85
web-cat.csv,0.73,1.0,0.81,0.63,0.82,0.73,0.65,0.72,0.62,0.65,0.55,0.61,0.85,0.68,0.55,0.96,0.79,0.93,0.72,0.41
