,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,196.5,136.0,296.5,95.5,665.0,99.0,290.5,828.0,7600.0,196.0,289.5,98.5
gamestone.csv,97.5,173.0,183.0,197.5,184.0,0.0,20.5,1193.0,1987.0,397.5,325.5,93.5
gbif-providertoolkit.csv,97.5,1222.0,296.5,98.5,263.5,92.5,96.5,828.0,198.0,386.0,289.5,98.5
heekscad.csv,196.5,67.5,92.5,289.5,285.0,97.5,291.5,1481.5,198.0,196.0,289.5,98.5
igarden.csv,97.5,67.5,97.5,192.5,610.5,94.5,93.5,666.0,198.0,95.5,289.5,98.5
levent.csv,196.5,226.5,296.5,90.5,572.5,99.0,291.5,254.5,0.0,289.5,191.0,98.5
lportal.csv,97.5,121.0,296.5,4.5,58.5,94.5,79.5,915.0,2437.0,57.5,81.0,86.5
openmsx.csv,97.5,563.0,197.5,197.5,271.5,92.5,95.5,2865.0,0.0,191.0,92.5,263.5
owlapi.csv,193.5,933.0,296.5,509.0,816.0,99.0,390.0,814.5,3217.5,484.5,289.5,98.5
pnotepad.csv,97.5,78.5,296.5,197.5,761.5,99.0,291.5,3392.5,198.0,196.0,289.5,98.5
quark.csv,196.5,67.5,85.5,86.5,355.0,94.5,190.0,303.0,99.0,97.5,289.5,86.5
xcsoar.csv,196.5,235.5,180.0,95.5,283.5,94.5,356.0,1021.5,6229.5,290.5,289.5,93.5
