,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.65,0.14,0.7,0.38,0.6,0.47,0.63,0.64,0.71,0.5,0.73,0.54
gamestone.csv,0.15,0.88,0.24,0.45,0.33,0.0,0.04,0.32,0.12,0.14,0.0,0.07
gbif-providertoolkit.csv,0.49,0.0,0.35,0.62,0.73,0.26,0.6,0.66,0.77,0.54,0.34,0.45
heekscad.csv,0.76,0.65,0.6,0.6,0.65,0.56,0.64,0.6,0.67,0.53,0.71,0.65
igarden.csv,0.47,0.29,0.43,0.66,0.67,0.49,0.3,0.24,0.55,0.15,0.86,0.31
levent.csv,0.66,0.14,0.47,0.27,0.63,0.67,0.6,0.36,0.0,0.2,0.43,0.53
lportal.csv,0.29,0.0,0.34,0.0,0.09,0.15,0.04,0.55,0.75,0.02,0.0,0.1
openmsx.csv,0.62,0.41,0.39,0.51,0.4,0.48,0.15,0.46,0.0,0.57,0.35,0.4
owlapi.csv,0.36,0.0,0.38,0.19,0.57,0.56,0.27,0.76,0.1,0.46,0.48,0.49
pnotepad.csv,0.61,0.72,0.64,0.3,0.46,0.62,0.57,0.44,0.09,0.47,0.0,0.88
quark.csv,0.37,0.43,0.41,0.07,0.41,0.1,0.1,0.19,0.27,0.13,0.83,0.34
xcsoar.csv,0.68,0.29,0.72,0.59,0.59,0.37,0.33,0.52,0.71,0.41,0.0,0.27
