,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.63,0.62,0.89,0.97,0.87,1.0,1.0,0.95,1.0,0.67,1.0,0.82,0.8
fido.csv,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.87,0.64,0.94,1.0,0.77,1.0,0.74,0.93,1.0,1.0,0.6,0.82,0.85
fluent-nhibernate.csv,0.07,0.07,0.0,0.03,0.23,0.0,0.07,0.05,0.0,0.06,0.0,0.88,0.11
galaxium.csv,0.46,0.56,0.91,0.35,0.53,0.5,0.47,0.58,0.33,0.81,0.4,0.47,0.53
itext.csv,0.46,0.16,0.54,0.97,0.54,0.0,0.18,0.57,0.33,0.17,0.2,0.18,0.34
mecat.csv,0.04,0.0,0.03,0.03,0.11,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.7,0.87,0.4,0.18,0.74,1.0,0.56,0.84,0.67,1.0,0.8,0.76,0.92
ninject.csv,0.78,0.38,0.23,0.12,0.49,0.5,0.3,0.29,1.0,0.89,1.0,0.65,0.28
smartgwt.csv,0.5,0.29,0.49,0.5,0.95,0.25,0.37,0.56,1.0,0.31,0.6,0.65,0.19
sqlpower-library.csv,1.0,0.67,0.89,0.94,0.71,0.5,0.53,0.94,0.67,0.85,0.6,0.71,0.45
stuproa-cims.csv,0.74,0.87,0.57,0.74,0.97,0.75,0.23,0.62,0.67,0.69,0.8,0.88,0.83
uface.csv,0.78,0.8,0.74,0.76,0.77,0.75,0.82,0.95,1.0,0.93,1.0,0.94,0.99
