,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.53,0.65,0.71,0.8,0.25,0.67,0.06,0.84,0.72,0.12,0.47,0.53,0.39
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.82,0.63,0.71,0.83,0.32,0.91,0.5,0.86,0.9,0.0,0.53,0.47,0.13
fluent-nhibernate.csv,0.12,0.02,0.02,0.0,0.0,0.01,0.0,0.03,0.05,0.0,0.0,0.0,0.0
galaxium.csv,0.12,0.74,0.01,0.1,0.41,0.7,0.78,0.26,0.8,0.88,0.09,0.53,0.96
itext.csv,0.29,0.09,0.24,0.0,0.1,0.07,0.17,0.31,0.18,0.0,0.02,0.16,0.07
mecat.csv,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
mediaportal.csv,0.94,0.98,0.61,0.33,0.94,0.85,0.83,0.02,0.88,1.0,0.93,0.94,0.98
ninject.csv,0.65,0.46,0.15,0.03,0.05,0.8,0.44,0.16,0.87,0.12,0.0,0.13,0.2
smartgwt.csv,0.06,0.2,0.21,0.13,0.0,0.17,0.33,0.25,0.27,0.0,0.49,0.23,0.39
sqlpower-library.csv,0.12,0.69,0.61,0.93,0.37,0.47,0.44,0.86,0.72,0.88,0.27,0.54,0.33
stuproa-cims.csv,0.59,0.01,0.29,0.33,0.97,0.64,0.28,0.43,0.85,0.0,0.84,0.29,0.63
uface.csv,0.94,0.79,0.61,0.87,0.38,0.68,0.89,0.96,0.8,0.12,0.75,0.8,0.0
