,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.65,0.76,0.72,0.8,0.28,0.67,0.06,0.84,0.72,0.36,0.47,0.56,0.44
fido.csv,0.98,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fleet-simulator.csv,0.83,0.72,0.71,0.83,0.39,0.91,0.57,0.86,0.9,0.0,0.66,0.5,0.2
fluent-nhibernate.csv,0.94,0.93,1.0,0.97,0.77,1.0,0.93,0.95,1.0,0.94,1.0,0.12,0.89
galaxium.csv,0.56,0.86,0.09,0.65,0.63,0.86,0.94,0.49,1.04,0.89,0.61,0.75,1.07
itext.csv,0.62,0.84,0.52,0.03,0.47,1.0,0.84,0.53,0.69,0.83,0.8,0.84,0.66
mecat.csv,0.96,1.0,0.97,0.97,0.89,1.0,1.0,0.96,0.0,1.0,1.0,1.0,1.0
mediaportal.csv,0.99,0.99,0.86,0.89,0.97,0.85,0.94,0.16,0.94,1.0,0.95,0.97,0.99
ninject.csv,0.68,0.77,0.79,0.88,0.51,0.94,0.83,0.73,0.87,0.17,0.0,0.37,0.75
smartgwt.csv,0.5,0.74,0.55,0.52,0.06,0.77,0.71,0.51,0.27,0.69,0.63,0.42,0.89
sqlpower-library.csv,0.12,0.77,0.62,0.94,0.47,0.68,0.65,0.87,0.79,0.89,0.48,0.62,0.64
stuproa-cims.csv,0.64,0.13,0.52,0.43,0.97,0.69,0.82,0.57,0.91,0.31,0.86,0.31,0.65
uface.csv,0.97,0.82,0.66,0.9,0.44,0.72,0.91,0.96,0.8,0.15,0.75,0.8,0.01
