,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.76,0.26,0.33,0.58,0.52,0.05,0.98,0.21,0.07,0.97,0.16,0.14,0.8
fido.csv,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.74,0.27,0.35,0.58,0.42,0.04,0.82,0.2,0.05,1.0,0.09,0.15,0.93
fluent-nhibernate.csv,0.6,0.57,0.0,1.0,0.95,0.0,1.0,0.32,0.0,1.0,0.0,1.0,1.0
galaxium.csv,0.91,0.22,0.97,0.8,0.28,0.03,0.66,0.34,0.02,0.86,0.29,0.08,0.52
itext.csv,0.81,0.39,0.48,1.0,0.61,0.0,0.77,0.3,0.08,1.0,0.5,0.1,0.9
mecat.csv,1.0,0.0,0.5,1.0,0.77,0.0,0.0,0.71,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.67,0.25,0.21,0.38,0.19,0.04,0.68,0.93,0.04,0.87,0.07,0.08,0.65
ninject.csv,0.77,0.23,0.38,0.8,0.76,0.02,0.68,0.29,0.05,0.98,1.0,0.34,0.73
smartgwt.csv,0.96,0.35,0.49,0.81,0.99,0.06,0.78,0.34,0.16,1.0,0.1,0.22,0.5
sqlpower-library.csv,0.96,0.26,0.37,0.53,0.37,0.04,0.79,0.2,0.04,0.87,0.17,0.12,0.73
stuproa-cims.csv,0.77,0.98,0.44,0.71,0.23,0.04,0.72,0.25,0.04,1.0,0.08,0.24,0.73
uface.csv,0.69,0.27,0.33,0.5,0.38,0.04,0.75,0.19,0.06,0.98,0.11,0.11,1.0
