,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.0,1.0,19.0,4.0,3.0,11.0,0.0,1.0,12.0,0.0,11.0,43.0,0.0
fido.csv,0.0,204.0,121.0,63.0,387.0,0.0,74.0,636.0,62.0,61.0,59.0,183.0,161.0
fleet-simulator.csv,0.0,3.0,7.0,5.0,6.0,16.0,0.0,19.0,20.0,0.0,27.0,23.0,0.0
fluent-nhibernate.csv,2.0,1.0,121.0,0.0,0.0,106.0,0.0,3.0,62.0,0.0,59.0,0.0,0.0
galaxium.csv,0.0,6.0,0.0,0.0,100.0,15.0,3.0,1.0,47.0,2.0,5.0,43.0,0.0
itext.csv,1.0,5.0,8.0,0.0,2.0,106.0,2.0,5.0,9.0,0.0,1.0,22.0,0.0
mecat.csv,0.0,204.0,0.0,0.0,2.0,106.0,74.0,2.0,0.0,61.0,59.0,183.0,161.0
mediaportal.csv,0.0,6.0,7.0,7.0,2.0,22.0,0.0,0.0,26.0,2.0,33.0,51.0,0.0
ninject.csv,0.0,4.0,4.0,0.0,1.0,66.0,2.0,4.0,25.0,0.0,0.0,5.0,0.0
smartgwt.csv,0.0,1.0,6.0,2.0,0.0,6.0,0.0,6.0,3.0,0.0,16.0,18.0,11.0
sqlpower-library.csv,0.0,9.0,4.0,9.0,1.0,36.0,1.0,22.0,34.0,2.0,13.0,28.0,10.0
stuproa-cims.csv,0.0,0.0,0.0,3.0,2.0,6.0,0.0,14.0,21.0,0.0,30.0,11.0,12.0
uface.csv,0.0,0.0,7.0,10.0,2.0,12.0,1.0,23.0,19.0,0.0,20.0,51.0,0.0
