,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.69,0.36,0.48,0.73,0.65,0.1,0.99,0.34,0.12,0.79,0.28,0.23,0.8
fido.csv,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.8,0.38,0.51,0.73,0.55,0.08,0.78,0.33,0.1,1.0,0.16,0.25,0.89
fluent-nhibernate.csv,0.12,0.13,0.0,0.06,0.37,0.0,0.13,0.09,0.0,0.11,0.0,0.94,0.2
galaxium.csv,0.61,0.31,0.94,0.49,0.37,0.05,0.55,0.43,0.04,0.84,0.33,0.14,0.53
itext.csv,0.58,0.23,0.51,0.99,0.57,0.0,0.29,0.4,0.13,0.29,0.29,0.13,0.5
mecat.csv,0.08,0.0,0.05,0.06,0.19,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.68,0.38,0.27,0.24,0.31,0.08,0.62,0.88,0.07,0.93,0.13,0.14,0.76
ninject.csv,0.77,0.29,0.29,0.21,0.6,0.05,0.41,0.29,0.1,0.93,1.0,0.45,0.4
smartgwt.csv,0.66,0.32,0.49,0.62,0.97,0.09,0.5,0.42,0.27,0.48,0.17,0.33,0.28
sqlpower-library.csv,0.98,0.38,0.52,0.68,0.49,0.07,0.63,0.33,0.08,0.86,0.26,0.2,0.56
stuproa-cims.csv,0.76,0.92,0.5,0.72,0.38,0.08,0.35,0.36,0.07,0.81,0.15,0.37,0.78
uface.csv,0.73,0.4,0.46,0.6,0.51,0.08,0.78,0.31,0.11,0.95,0.2,0.19,1.0
