,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.53,0.66,0.81,0.04,0.66,0.76,0.66,0.6,0.72,0.6,0.45,0.66,0.6,0.61
autowikibrowser.csv,0.43,0.72,0.8,0.56,0.6,0.52,0.6,0.5,0.72,0.69,0.57,0.0,0.5,0.7
cities3d.csv,0.68,0.84,1.02,0.89,0.84,0.08,0.83,0.76,0.61,0.83,1.0,0.87,0.61,0.76
kmatplot.csv,0.03,0.75,0.88,0.8,0.71,0.88,0.76,0.74,0.88,0.64,0.66,0.81,0.56,0.64
libarchive.csv,0.71,0.69,0.58,0.59,0.7,0.47,0.55,0.58,0.58,0.61,0.45,0.51,0.56,0.02
lphant.csv,0.46,0.5,0.77,0.62,0.57,0.61,0.52,0.54,0.69,0.69,0.14,0.62,0.49,0.47
mob-sen-plat.csv,0.62,0.84,0.03,0.63,0.77,0.72,0.54,0.43,0.61,0.7,0.62,0.51,0.66,0.43
mscore.csv,0.69,0.83,0.57,0.61,0.63,0.53,0.62,0.03,0.75,0.64,0.53,0.73,0.62,0.68
pidgin.csv,0.53,0.56,0.62,0.62,0.67,0.68,0.02,0.59,0.71,0.59,0.65,0.6,0.53,0.53
quickfast.csv,0.65,0.55,0.74,0.63,0.61,0.47,0.61,0.61,0.68,0.62,0.79,0.51,0.02,0.58
raygina.csv,0.61,0.04,0.92,0.68,0.77,0.5,0.83,0.6,0.85,0.78,0.57,0.62,0.71,0.84
riff-evolve.csv,0.43,0.5,0.85,0.55,0.5,0.42,0.97,0.59,0.72,0.06,0.51,0.51,0.55,0.94
upp-mirror.csv,0.64,0.64,0.79,0.81,0.03,0.64,0.59,0.64,0.62,0.84,0.78,0.6,0.67,0.73
wishmaster.csv,0.8,0.93,0.67,0.86,0.62,0.87,0.73,0.74,0.07,0.95,0.65,0.82,0.94,0.66
