,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.5,0.87,0.94,0.92,0.89,0.92
fluent-nhibernate.csv,0.0,0.57,0.79,0.64,0.57,0.55,0.6
geogebra.csv,0.6,0.66,0.6,0.56,0.5,0.49,0.55
hibernate.csv,0.63,0.45,0.48,0.57,0.59,0.55,0.49
jasperreports.csv,0.43,0.41,0.71,0.94,0.62,0.43,0.67
kvs.csv,0.6,0.48,0.74,0.74,0.58,0.49,0.95
phet.csv,0.41,0.85,0.99,0.48,0.7,0.59,0.77
