,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.51,0.83,0.51,0.73,0.32,0.71,0.9,0.13,0.22,0.8,0.11,1.0,0.8
ivef-sdk.csv,0.67,0.95,0.54,0.68,0.3,1.0,0.24,1.0,0.28,0.48,0.0,0.87,0.5
jmri.csv,0.88,0.96,0.65,0.5,0.15,1.0,0.48,0.45,0.48,0.52,0.27,0.93,0.83
jython.csv,0.7,0.86,0.57,0.64,0.25,0.72,0.48,0.45,0.27,0.64,0.12,0.94,0.58
kdenlive.csv,0.82,0.91,0.51,0.44,0.34,0.54,0.44,0.13,0.37,0.47,0.15,0.96,0.64
opentibia.csv,0.73,0.97,0.59,0.62,0.33,0.8,0.51,0.12,0.38,0.43,0.13,1.0,0.62
projectfactory.csv,0.83,1.0,0.54,0.4,0.46,0.38,0.43,0.13,0.35,0.56,0.19,0.95,0.62
runuomondains.csv,0.88,0.97,0.55,0.33,0.26,0.56,0.43,0.43,0.51,0.47,0.41,1.0,0.43
somap.csv,0.64,0.87,0.47,0.63,0.39,0.52,0.5,0.12,0.24,0.46,0.11,1.0,0.64
taverna.csv,0.92,0.91,0.48,0.42,0.67,0.47,0.56,0.55,0.37,0.48,0.5,1.0,0.59
tigermud.csv,0.52,0.79,0.45,0.6,0.38,0.97,0.33,0.45,0.38,0.44,0.18,0.94,0.74
unbvision.csv,0.8,0.93,0.54,0.33,0.22,0.56,0.41,0.31,0.52,0.52,0.16,0.92,0.69
x-ray-mule.csv,0.62,1.0,0.38,0.83,0.33,0.0,0.19,1.0,0.23,0.47,0.0,0.93,0.68
