,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.82,0.88,0.52,0.86,0.0,0.64
bwapi.csv,0.05,1.0,0.82,0.3,0.19,0.32,0.25
gisgraphy.csv,0.0,0.73,0.93,0.13,0.17,0.22,1.0
lite.csv,0.0,0.69,0.88,0.7,0.09,1.0,0.1
ontopia.csv,0.02,0.77,0.99,0.26,0.19,0.26,0.34
smartgwt.csv,0.03,0.86,0.75,1.0,0.14,0.3,0.36
