,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.16,0.47,0.63,0.24,0.33,0.95,0.5,0.01,0.41,0.84,0.05,0.57,0.2,0.39,0.48,0.74,0.4
checker-framework.csv,0.14,0.07,0.66,0.23,0.04,0.14,0.09,0.12,0.0,0.0,0.03,0.15,0.06,0.08,0.0,0.17,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctrlr.csv,0.04,0.07,0.0,0.2,0.01,0.45,0.0,0.12,0.12,0.03,0.28,0.05,0.05,0.0,0.03,0.19,0.04
fontforge.csv,0.07,0.13,0.42,0.18,0.09,0.14,0.05,0.16,0.2,0.0,0.02,0.15,0.03,0.1,0.1,0.13,0.19
gusanos.csv,0.25,0.53,0.61,0.29,0.22,0.61,0.38,0.33,0.2,0.74,0.23,0.36,0.31,0.22,0.0,0.41,0.5
jvcl.csv,0.04,0.03,0.0,0.17,0.06,0.14,0.0,0.13,0.5,0.0,0.03,0.02,0.12,0.03,0.0,0.14,0.17
kwave.csv,0.16,0.15,0.59,0.32,0.07,0.41,0.02,0.22,0.11,0.13,0.05,0.17,0.23,0.24,0.1,0.22,0.27
liferea.csv,0.12,0.23,0.71,0.32,0.13,0.0,0.14,0.22,0.3,0.61,0.06,0.22,0.13,0.05,0.07,0.35,0.35
lockss.csv,0.16,0.07,0.29,0.11,0.07,0.25,0.05,0.07,0.0,0.06,0.0,0.0,0.04,0.14,0.0,0.19,0.13
magicwars.csv,0.89,1.0,0.89,0.83,0.87,1.0,0.98,0.93,0.98,1.0,0.0,0.97,0.85,1.0,1.0,0.91,0.94
psrchive.csv,0.14,0.01,0.55,0.19,0.76,0.02,0.12,0.74,0.86,0.03,0.74,0.72,0.39,0.03,0.17,0.61,0.25
pydev.csv,0.37,0.08,0.53,0.12,0.14,0.7,0.18,0.17,0.55,0.58,0.34,0.57,0.29,0.12,0.34,0.0,0.48
sarasvati.csv,0.03,0.03,0.03,0.23,0.0,0.14,0.52,0.0,0.64,0.0,0.03,0.59,0.31,0.41,0.21,0.09,0.13
stuproa-cims.csv,0.88,0.84,0.99,0.78,0.49,1.0,0.5,0.78,0.45,1.0,0.82,0.78,0.0,0.81,1.0,0.81,0.85
thout.csv,0.0,0.36,0.58,0.54,0.38,0.64,0.52,0.43,0.82,0.32,0.25,0.73,0.46,0.69,0.66,0.41,0.38
zact.csv,0.01,0.0,0.34,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.02
