,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.45,0.12,0.1,0.06,0.07,0.21,0.24,0.96,0.23,0.45,0.68,0.16,0.41,0.23,0.67,0.36,0.16
checker-framework.csv,0.47,0.0,0.13,0.04,0.3,0.45,0.5,0.53,1.0,0.0,0.78,0.12,0.47,0.0,1.0,0.5,0.09
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.33,0.0,0.0,0.08,0.0,0.29,1.0,0.0,0.12,0.5,0.34,0.0,0.0,1.0,0.94,0.19,0.5
fontforge.csv,0.31,0.33,0.1,0.04,0.18,0.45,0.5,0.31,0.39,1.0,0.83,0.36,0.58,0.0,0.82,0.36,0.33
gusanos.csv,0.39,0.17,0.07,0.08,0.15,0.23,0.28,0.34,0.42,0.36,0.51,0.28,0.43,0.19,1.0,0.42,0.07
jvcl.csv,0.33,0.0,1.0,0.09,0.09,0.25,0.0,0.1,0.15,1.0,0.64,0.0,0.18,0.33,1.0,0.44,0.0
kwave.csv,0.49,0.27,0.12,0.07,0.27,0.28,0.93,0.29,0.45,0.43,0.74,0.41,0.19,0.07,0.85,0.44,0.12
liferea.csv,0.51,0.19,0.12,0.07,0.2,1.0,0.27,0.42,0.32,0.47,0.69,0.39,0.46,0.25,0.91,0.43,0.1
lockss.csv,0.34,0.0,0.15,0.07,0.27,0.27,0.0,0.29,1.0,0.67,1.0,1.0,0.25,0.27,1.0,0.28,0.0
magicwars.csv,0.23,0.16,0.11,0.06,0.06,0.23,0.23,0.26,0.19,0.44,1.0,0.19,0.26,0.26,0.7,0.34,0.09
psrchive.csv,0.28,0.92,0.08,0.0,0.08,0.0,0.36,0.2,0.09,0.67,0.22,0.18,0.27,0.5,0.58,0.35,0.0
pydev.csv,0.26,0.5,0.11,0.0,0.15,0.21,0.33,0.25,0.22,0.53,0.33,0.24,0.28,0.12,0.62,1.0,0.14
sarasvati.csv,0.5,0.0,0.0,0.04,1.0,0.25,0.22,1.0,0.16,0.0,0.72,0.18,0.25,0.23,0.68,0.57,0.0
stuproa-cims.csv,0.21,0.16,0.1,0.05,0.08,0.21,0.28,0.3,0.31,0.44,0.31,0.22,1.0,0.27,0.68,0.35,0.1
thout.csv,1.0,0.21,0.12,0.03,0.08,0.2,0.28,0.27,0.16,0.47,0.37,0.2,0.26,0.31,0.58,0.42,0.17
zact.csv,0.0,0.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
