,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.0,0.0,9.0,0.0,1.0,0.0,0.0,6.0,6.0,4.0,1.0
ikvm.csv,1.0,0.0,71.0,3.0,1.0,2.0,0.0,9.0,61.0,6.0,2.0
libtorrent.csv,0.0,1.0,12.0,0.0,1.0,1.0,0.0,7.0,42.0,3.0,0.0
mcmc-jags.csv,0.0,0.0,35.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,2.0
moast.csv,0.0,3.0,54.0,0.0,1.0,2.0,1.0,9.0,61.0,3.0,0.0
olap-navigator.csv,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0
pidgin.csv,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,56.0,1.0,0.0
salasaga.csv,1.0,0.0,37.0,5.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0
sepgsql.csv,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
sigil.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0
xtreemfs.csv,0.0,0.0,49.0,0.0,0.0,2.0,1.0,0.0,18.0,4.0,1.0
