,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.49,0.64,0.46,0.41,0.51,0.42,0.62,0.64,0.53,0.71,0.43,0.72,0.6,0.51,0.42,0.4,0.56
enzo.csv,0.52,0.75,0.76,0.96,0.95,0.57,0.83,0.66,0.34,0.99,0.94,0.45,1.0,1.03,0.85,0.91,0.81
hydrogen.csv,1.0,1.0,1.0,0.97,1.0,0.25,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63
keyczar.csv,0.6,0.96,0.97,0.79,0.84,1.0,0.92,1.0,0.87,1.0,0.87,1.0,0.32,0.92,0.82,0.92,0.95
lphant.csv,0.62,0.68,0.8,0.51,0.6,0.44,0.49,0.71,0.56,0.6,0.39,0.66,0.66,0.77,0.45,0.46,0.42
lsb.csv,0.28,0.83,0.69,0.82,0.68,0.86,0.56,0.67,0.46,0.83,0.77,0.82,0.66,0.76,0.75,0.69,0.74
maya-work-in-progress.csv,0.66,0.59,0.67,0.29,0.68,0.57,0.65,0.75,0.7,0.61,0.52,0.55,0.5,0.62,0.62,0.79,0.58
mcore3d.csv,0.93,0.55,0.4,0.46,0.85,0.69,0.71,0.98,0.88,0.73,0.62,0.57,0.68,0.86,0.64,0.4,0.84
mscore.csv,0.86,0.65,0.65,0.51,0.43,0.46,0.71,0.84,0.34,0.7,0.69,0.7,0.62,0.79,0.58,0.59,0.51
natpad.csv,0.69,0.65,0.54,0.82,0.56,0.37,0.46,0.76,0.9,0.59,0.59,0.56,0.6,0.42,0.61,0.39,0.4
rocrail.csv,0.93,0.68,0.65,0.54,0.46,0.36,0.64,0.58,0.74,0.55,0.6,0.72,0.72,0.95,0.53,0.31,0.58
salasaga.csv,0.91,0.68,0.73,0.67,0.66,0.49,0.6,0.85,0.96,0.59,0.53,0.37,0.69,0.48,0.74,0.56,0.47
virtuoso.csv,0.93,1.0,0.96,1.0,0.84,0.91,0.97,0.52,1.0,0.83,1.0,1.0,0.52,0.93,0.91,0.99,0.75
xemeiah.csv,0.53,0.56,0.55,0.66,0.57,0.51,0.37,0.79,0.9,0.73,0.56,0.54,0.48,0.54,0.59,0.51,0.54
xined.csv,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.48,1.0,1.0,0.86,1.0,1.0,1.0,1.0
xtreemfs.csv,1.0,0.68,0.54,0.66,0.51,0.67,0.71,0.67,0.78,0.77,0.78,0.56,0.95,0.29,0.64,0.57,0.47
yield.csv,0.89,0.61,0.34,0.44,0.44,0.5,0.6,0.55,0.45,0.81,0.64,0.5,0.49,0.92,0.52,0.61,0.51
