,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.47,0.38,0.43,0.46,0.37,0.47,0.41,0.32,0.45,0.32,0.35,0.47,0.38,0.33,0.4,0.31,0.33
enzo.csv,0.6,0.42,0.45,0.46,0.4,0.52,0.37,0.34,0.35,0.4,0.37,0.43,0.43,0.43,0.4,0.43,0.42
hydrogen.csv,0.55,0.41,0.44,0.0,0.4,0.53,0.44,0.39,0.43,0.5,0.35,0.53,0.0,0.3,0.38,0.42,0.46
keyczar.csv,0.75,0.91,0.97,0.69,0.81,0.0,0.96,0.0,0.94,0.0,0.86,0.0,0.42,0.98,0.75,0.79,0.93
lphant.csv,0.86,0.45,0.42,0.57,0.4,0.55,0.48,0.35,0.41,0.42,0.48,0.57,0.47,0.47,0.36,0.34,0.35
lsb.csv,0.52,0.71,0.7,0.9,0.44,0.77,0.79,0.52,0.35,0.73,0.83,0.94,0.48,0.73,0.41,0.37,0.56
maya-work-in-progress.csv,0.52,0.37,0.39,0.44,0.37,0.49,0.45,0.33,0.41,0.31,0.35,0.42,0.38,0.32,0.33,0.38,0.36
mcore3d.csv,0.88,0.42,0.51,0.55,0.95,0.67,0.57,0.83,0.92,0.39,0.67,0.48,0.45,0.91,0.52,0.39,0.86
mscore.csv,0.78,0.38,0.38,0.42,0.41,0.45,0.43,0.35,0.34,0.33,0.33,0.46,0.44,0.31,0.38,0.4,0.34
natpad.csv,0.62,0.42,0.48,0.89,0.5,0.56,0.49,0.34,0.56,0.34,0.59,0.42,0.41,0.41,0.53,0.39,0.36
rocrail.csv,0.67,0.48,0.63,0.5,0.45,0.54,0.5,0.34,0.79,0.45,0.35,0.47,0.61,0.3,0.61,0.37,0.35
salasaga.csv,0.56,0.42,0.42,0.78,0.61,0.5,0.49,0.35,0.93,0.35,0.57,0.43,0.56,0.36,0.76,0.37,0.4
virtuoso.csv,0.75,0.41,0.45,0.46,0.42,0.5,0.45,0.55,0.43,0.45,0.35,0.0,0.39,0.31,0.4,0.43,0.76
xemeiah.csv,0.59,0.41,0.61,0.69,0.47,0.67,0.52,0.34,0.47,0.35,0.47,0.41,0.36,0.41,0.56,0.35,0.4
xined.csv,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.88,0.0,0.0,0.0,0.0
xtreemfs.csv,0.6,0.43,0.44,0.71,0.47,0.54,0.48,0.38,0.77,0.37,0.35,0.48,0.8,0.38,0.39,0.45,0.44
yield.csv,0.83,0.37,0.48,0.41,0.38,0.55,0.45,0.32,0.35,0.38,0.34,0.42,0.38,0.36,0.39,0.36,0.35
