,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.76,0.96,0.4,0.23,0.31
aime.csv,0.48,0.8,0.14,0.0,0.37
badtrinitycore.csv,0.0,0.5,0.33,0.38,0.16
electric-core.csv,0.57,0.81,0.4,0.2,0.17
olsrd.csv,0.59,0.89,0.37,0.25,0.18
