,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.0,0.46,0.53,0.0,0.34,0.49,0.31,0.98,0.75
decidr.csv,0.41,0.38,0.42,0.74,0.33,0.38,0.57,0.42,0.52
glas.csv,0.37,0.31,0.48,0.58,0.35,0.39,0.34,0.39,0.48
hatari.csv,0.44,0.38,0.58,0.42,0.39,0.46,0.34,0.41,0.49
ltp.csv,0.96,0.39,0.47,0.52,0.48,0.42,0.64,0.52,0.61
net-snmp.csv,0.43,0.62,0.44,0.39,0.67,0.73,0.4,0.37,0.48
opde.csv,0.4,0.47,0.42,0.68,0.33,0.42,0.0,0.57,0.88
powerfolder-.csv,0.35,0.49,0.4,0.34,0.56,0.59,0.31,0.41,0.61
tcl.csv,0.53,0.36,0.54,0.39,0.44,0.52,0.47,0.56,0.52
