,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.24,0.49,0.49,0.14,0.42,0.5,0.34,0.72,0.31,0.45,0.5,0.72,0.46,0.18,0.61
fmri-dmt.csv,0.63,0.62,0.68,0.4,0.6,0.95,0.16,0.22,0.38,0.6,0.85,0.66,0.58,0.93,0.8
ftm.csv,0.22,0.68,0.08,0.35,0.32,0.11,0.08,0.12,0.4,0.14,0.05,0.28,0.39,0.31,0.53
fulguro.csv,0.49,0.0,0.05,0.11,0.91,0.5,0.85,0.57,0.06,0.49,0.7,0.01,0.27,0.6,0.32
gss.csv,0.69,0.6,0.65,0.67,0.73,0.5,0.97,0.69,1.0,0.55,0.15,0.8,0.76,0.56,0.48
illumination.csv,0.0,0.0,0.0,0.0,0.99,0.97,0.84,0.54,0.0,0.12,0.7,0.0,0.0,1.0,0.04
ldview.csv,0.11,0.7,0.35,1.0,0.72,0.95,0.37,0.33,0.58,0.85,0.6,0.08,0.04,0.93,0.8
monetdb.csv,0.27,0.29,0.43,0.24,0.06,0.24,0.15,0.21,0.27,0.4,0.1,0.51,0.55,0.1,0.23
netatalk.csv,0.38,0.33,0.41,0.6,0.64,0.32,0.73,0.75,0.81,0.65,0.9,0.21,0.85,0.64,0.87
olex2.csv,0.38,0.87,0.03,0.11,0.68,0.16,0.44,0.46,0.46,0.09,0.05,0.27,0.41,0.54,0.08
qpe.csv,0.27,0.72,0.11,0.46,0.28,0.5,0.44,0.11,0.54,0.38,0.4,0.07,0.07,0.71,0.61
quark.csv,0.01,0.0,0.11,0.06,0.09,0.0,0.02,0.01,0.25,0.0,0.0,0.01,0.08,0.0,0.04
sepgsql.csv,0.34,0.32,0.38,0.4,0.23,0.34,0.26,0.32,0.38,0.46,0.5,0.59,0.58,0.45,0.92
synergyspace.csv,0.31,0.33,0.08,0.17,0.71,0.34,0.71,0.31,0.27,0.38,0.25,0.2,0.1,0.21,0.2
