,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.0,52.0,3.0,5.0,34.0,1.0,2.0,22.0,11.0,5.0,2.0,3.0,0.0,2.0,1.0
fmri-dmt.csv,0.0,54.0,0.0,3.0,117.0,1.0,2.0,7.0,19.0,8.0,0.0,4.0,1.0,3.0,2.0
ftm.csv,13.0,22.0,2.0,0.0,18.0,2.0,3.0,0.0,6.0,3.0,1.0,5.0,1.0,29.0,0.0
fulguro.csv,0.0,584.0,0.0,6.0,88.0,18.0,4.0,0.0,64.0,8.0,2.0,130.0,1.0,2.0,5.0
gss.csv,0.0,3.0,2.0,2.0,64.0,5.0,5.0,3.0,17.0,2.0,0.0,0.0,3.0,9.0,7.0
illumination.csv,499.0,584.0,57.0,145.0,95.0,8.0,3.0,0.0,64.0,1.0,1.0,130.0,131.0,3.0,89.0
ldview.csv,19.0,36.0,0.0,3.0,117.0,1.0,9.0,5.0,13.0,6.0,1.0,2.0,0.0,3.0,1.0
monetdb.csv,11.0,27.0,0.0,0.0,4.0,7.0,6.0,0.0,2.0,9.0,0.0,2.0,1.0,0.0,1.0
netatalk.csv,42.0,32.0,1.0,18.0,117.0,0.0,6.0,1.0,9.0,5.0,0.0,1.0,1.0,0.0,2.0
olex2.csv,0.0,78.0,57.0,2.0,64.0,1.0,2.0,8.0,18.0,5.0,1.0,0.0,1.0,19.0,3.0
qpe.csv,18.0,22.0,0.0,9.0,117.0,5.0,8.0,2.0,3.0,9.0,1.0,2.0,0.0,64.0,7.0
quark.csv,0.0,0.0,3.0,0.0,117.0,51.0,67.0,125.0,2.0,81.0,0.0,1.0,0.0,0.0,1.0
sepgsql.csv,14.0,6.0,0.0,0.0,12.0,2.0,11.0,5.0,2.0,13.0,0.0,3.0,0.0,0.0,2.0
synergyspace.csv,0.0,23.0,57.0,3.0,66.0,7.0,4.0,0.0,5.0,5.0,0.0,2.0,1.0,0.0,6.0
