,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,569.0,91.5,1124.0,99.0,291.0,886.5,1913.5,1879.0,2265.0,98.5,265.0,1148.0,290.5,198.0,98.5,84.5,98.5,98.5,96.5
alpine.csv,195.0,1045.0,197.5,2040.5,99.0,196.0,714.5,2642.5,4539.0,99.0,98.5,290.0,1238.5,290.5,297.0,197.5,81.5,97.5,98.5,293.5
enzo.csv,294.0,848.0,197.5,5830.0,99.0,99.0,1686.0,2061.5,3728.5,499.5,98.5,487.0,1571.0,372.0,99.0,197.5,98.5,198.0,98.5,195.0
flylinkdc.csv,99.0,272.5,197.5,5365.0,99.0,99.0,740.0,1963.0,697.5,99.0,89.5,191.5,955.5,186.0,297.0,98.5,98.5,99.0,98.5,96.5
fw4spl.csv,195.0,1237.0,435.5,958.0,99.0,97.5,1032.0,955.5,3493.0,1858.0,98.5,487.0,1415.5,433.5,97.5,98.5,98.5,179.0,98.5,293.5
grisbi.csv,99.0,1234.0,197.5,5902.5,99.0,99.0,1608.5,3823.5,3710.5,99.0,98.5,388.5,1488.5,290.5,590.0,197.5,98.5,198.0,98.5,293.5
jcae.csv,0.0,374.0,95.5,520.5,350.0,287.0,261.5,1209.5,0.0,414.5,96.5,57.0,431.5,73.5,296.5,80.5,81.5,97.5,90.5,50.5
jcl.csv,198.0,462.5,197.5,4024.5,99.0,196.0,139.0,1917.5,2459.0,198.5,83.5,293.0,784.0,89.5,91.5,98.5,192.0,99.0,93.5,195.0
libarchive.csv,195.0,752.5,95.5,3608.5,99.0,99.0,1503.5,3726.0,3374.5,98.5,98.5,487.0,953.5,380.0,590.0,195.5,98.5,198.0,98.5,195.0
mimosa.csv,198.0,951.5,197.5,4967.0,99.0,99.0,785.5,4325.5,3905.5,99.0,98.5,487.0,1767.5,89.5,198.0,98.5,98.5,99.0,96.5,293.5
n2cms.csv,99.0,1232.0,98.5,4278.5,99.0,95.5,1776.5,586.5,3742.5,1236.0,98.5,487.0,802.5,168.0,98.5,197.5,98.5,198.0,94.5,293.5
nabu-library.csv,198.0,1333.5,97.5,812.5,99.0,188.0,948.5,2791.5,2445.0,1642.5,0.0,487.0,0.0,339.0,99.0,197.5,98.5,456.5,98.5,195.0
net-snmp.csv,96.5,1331.5,97.5,2155.0,99.0,99.0,1144.0,3439.0,2765.5,99.0,98.5,390.5,976.0,467.5,689.0,190.0,96.5,197.5,98.5,96.5
ossbuild.csv,99.0,663.5,197.5,609.0,99.0,389.5,78.5,1635.0,431.5,99.0,86.5,194.5,1148.0,183.0,296.5,98.5,184.0,99.0,82.5,195.0
quickfast.csv,198.0,273.5,95.5,5747.0,99.0,196.0,1677.5,3133.0,3374.5,1103.5,98.5,388.5,677.0,280.5,99.0,197.5,98.5,198.0,190.0,195.0
tcvp.csv,0.0,291.5,41.5,0.0,0.0,81.5,0.0,175.0,96.5,0.0,0.0,0.0,597.5,54.5,99.0,0.0,0.0,157.0,64.5,0.0
vdsf.csv,198.0,851.0,197.5,5902.5,198.0,99.0,1776.5,1619.0,3274.5,99.0,98.5,487.0,614.5,290.5,198.0,197.5,98.5,198.0,96.5,293.5
virtuoso.csv,198.0,1424.0,97.5,5902.5,99.0,99.0,1680.0,2744.0,1155.5,99.0,98.5,487.0,1767.5,273.5,297.0,96.5,98.5,198.0,94.5,195.0
xbrlapi.csv,137.0,279.0,98.5,142.0,0.0,379.5,951.0,1398.5,0.0,99.0,92.5,262.0,0.0,23.5,395.5,0.0,98.5,99.0,90.5,0.0
yarp.csv,99.0,81.5,196.5,518.5,99.0,385.5,669.0,818.5,0.0,97.5,45.5,339.5,421.5,92.5,198.0,0.0,287.5,99.0,86.5,92.5
