,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.33,1.0,0.22,0.14,0.67,0.5
nsis.csv,0.24,0.98,0.01,0.05,0.72,0.36
papertoolkit.csv,0.47,0.91,0.06,0.21,0.88,0.4
plearn.csv,0.4,0.9,0.16,0.09,0.77,0.43
qdvdauthor.csv,0.3,0.94,0.04,0.2,0.8,0.43
tango-cs.csv,0.33,0.91,0.15,0.05,0.67,0.48
