,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.9,0.36,0.05,0.38,0.84,1.0,0.96,0.8,0.19,0.85,0.69
ikvm.csv,0.74,1.0,0.04,0.17,0.74,0.11,0.86,0.32,0.15,0.68,0.87
libtorrent.csv,0.68,0.45,0.05,0.41,0.72,0.19,1.0,0.71,0.15,0.85,0.91
mcmc-jags.csv,0.73,0.34,0.06,1.0,0.75,0.38,0.88,0.73,0.24,0.92,0.82
moast.csv,0.0,0.25,0.09,0.5,0.96,0.2,1.0,0.91,0.2,0.99,1.0
olap-navigator.csv,0.98,0.48,0.06,0.55,0.82,0.26,0.9,0.71,0.19,0.88,0.9
pidgin.csv,0.83,0.47,0.06,0.3,0.98,0.27,0.9,0.63,0.19,0.88,0.87
salasaga.csv,0.66,0.43,0.04,0.25,0.65,0.16,0.82,0.51,1.0,0.81,0.34
sepgsql.csv,0.44,0.38,0.89,0.15,0.67,0.07,0.7,0.25,0.0,0.21,0.23
sigil.csv,0.97,0.25,0.04,0.5,0.83,0.41,0.96,1.0,0.24,0.98,0.96
xtreemfs.csv,0.89,0.47,0.08,0.36,0.87,0.29,0.93,0.63,0.2,1.0,0.93
