,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.63,0.21,0.34,0.66,0.38,0.92,0.28,0.69,0.61,0.3,0.16
ikvm.csv,0.27,0.96,0.42,0.16,0.33,0.18,0.36,0.14,0.45,0.21,0.3
libtorrent.csv,0.43,0.56,0.58,0.7,0.09,0.55,0.99,0.66,0.0,0.21,0.61
mcmc-jags.csv,0.54,0.43,0.45,0.89,0.55,0.67,0.58,0.74,0.53,0.79,0.35
moast.csv,0.0,0.06,0.23,0.09,0.2,0.06,0.02,0.45,0.36,0.26,1.0
olap-navigator.csv,0.94,0.55,0.65,0.74,0.69,0.72,0.6,0.78,0.59,0.66,0.51
pidgin.csv,0.6,0.63,0.66,0.61,0.98,0.67,0.57,0.64,0.65,0.68,0.49
salasaga.csv,0.35,0.35,0.5,0.0,0.27,0.23,0.0,0.27,0.94,0.0,0.0
sepgsql.csv,0.21,0.31,0.91,0.29,0.3,0.18,0.3,0.1,0.0,0.01,0.01
sigil.csv,0.54,0.11,0.09,0.24,0.4,0.4,0.31,1.0,0.43,0.76,0.88
xtreemfs.csv,0.71,0.61,0.76,0.6,0.63,0.53,0.58,0.64,0.52,0.99,0.79
