,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,18.0,3.0,0.0
ikvm.csv,0.0,0.0,82.0,0.0,1.0,13.0,0.0,6.0,53.0,4.0,1.0
libtorrent.csv,0.0,1.0,39.0,0.0,1.0,0.0,0.0,3.0,61.0,4.0,1.0
mcmc-jags.csv,0.0,5.0,6.0,0.0,1.0,3.0,0.0,3.0,9.0,2.0,1.0
moast.csv,87.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
olap-navigator.csv,0.0,0.0,19.0,0.0,0.0,0.0,1.0,3.0,27.0,4.0,1.0
pidgin.csv,0.0,0.0,32.0,0.0,0.0,0.0,1.0,7.0,26.0,5.0,0.0
salasaga.csv,0.0,0.0,25.0,0.0,2.0,2.0,1.0,9.0,0.0,6.0,10.0
sepgsql.csv,0.0,0.0,0.0,4.0,1.0,0.0,2.0,5.0,184.0,6.0,5.0
sigil.csv,0.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
xtreemfs.csv,0.0,2.0,15.0,0.0,0.0,0.0,1.0,8.0,13.0,0.0,1.0
