,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,1,2,2,1,mclient-mume.csv
53,3,1,2,6,6,jam-daq.csv
51,4,3,7,12,17,mp-rechnungs-und-kundenverwaltung.csv
58,5,3,2,3,5,springside.csv
25,6,2,7,18,18,dsworkbench.csv
20,7,2,1,8,8,sblim.csv
31,8,2,4,10,12,jgossipforum.csv
28,10,1,0,1,0,atunes.csv
19,11,2,1,2,3,fluent-nhibernate.csv
57,13,1,2,1,2,amanda.csv
59,14,6,5,9,18,jaxlib.csv
52,15,1,6,12,13,openmeetings.csv
22,16,2,5,5,8,empserver.csv
27,17,6,5,12,19,ng4j.csv
17,18,1,1,2,2,qpe.csv
29,19,3,5,7,9,fritzing.csv
16,20,4,1,3,4,voms.csv
32,21,1,4,7,8,acegisecurity.csv
30,26,2,1,5,6,jaql.csv
18,27,1,3,7,10,nodal.csv
26,28,3,4,10,13,taverna.csv
21,29,11,13,10,16,botsnscouts.csv
37,31,1,4,11,10,lportal.csv
6,32,1,3,10,9,m-a-d-n-e-s-s.csv
15,33,1,11,18,19,omseek.csv
14,34,4,8,15,16,acdk.csv
7,35,1,12,18,17,reaper-ecad.csv
36,36,3,5,5,6,pidgin.csv
42,37,1,6,15,15,customsagetv.csv
35,38,1,1,7,6,k3d.csv
43,39,6,4,10,11,applet2app.csv
54,40,2,2,6,5,adaptagrams.csv
49,41,7,11,11,16,delphilhlplib.csv
23,42,3,4,6,7,etics.csv
34,43,1,1,5,4,ossbuild.csv
33,44,1,3,5,4,tolven.csv
24,45,2,4,4,6,modellus.csv
48,46,1,5,11,11,jcae.csv
55,47,1,10,12,14,biodwh.csv
50,48,1,4,6,6,ftm.csv
3,50,1,6,11,9,mvdsv.csv
10,51,7,4,8,14,jaolt.csv
44,52,1,1,2,2,graphmak.csv
41,53,0,2,11,10,jvcl.csv
40,54,2,1,5,7,ossim.csv
45,55,9,5,7,17,co-ode-owl-plugins.csv
9,56,2,5,14,13,rohxel.csv
5,57,1,1,2,1,papertoolkit.csv
11,58,1,0,2,3,maidsafe-dht.csv
1,59,1,4,9,11,nuttx.csv
13,60,4,2,3,5,chaosrts.csv
0,61,1,5,6,9,ta3d.csv
39,62,2,1,1,1,silvertree.csv
46,63,1,0,1,0,jrdf.csv
47,64,3,7,6,11,rodin-b-sharp.csv
38,65,1,6,14,16,skia.csv
2,66,2,2,9,9,aubit4gl.csv
12,67,5,9,10,15,elvishrayrenderer.csv
4,68,3,3,10,10,pfaedit.csv
8,69,1,4,6,8,stemkit.csv
