,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.6,0.0,0.6,0.47,0.19,0.83,0.64,0.5,0.31,0.85,0.53,0.9,0.37
gamestone.csv,1.0,0.47,0.46,0.32,0.19,0.0,0.29,0.39,0.08,0.67,0.8,0.47,0.39
gbif-providertoolkit.csv,0.58,0.0,0.39,0.32,0.34,0.0,1.0,0.39,0.21,0.78,0.53,0.76,0.54
growl-for-windows.csv,0.86,0.5,0.0,0.0,0.31,0.88,0.45,0.0,0.0,0.0,0.57,0.9,0.0
gss.csv,0.8,0.35,0.55,0.33,0.18,0.78,0.41,0.38,0.2,0.97,0.86,0.63,0.41
heekscad.csv,0.82,0.25,0.67,0.4,0.23,0.74,0.38,0.44,0.28,0.85,0.93,0.6,0.43
igarden.csv,0.87,0.19,0.65,0.49,0.25,0.83,0.46,0.61,0.31,0.94,0.6,1.0,0.37
levent.csv,0.72,0.11,0.9,0.5,0.2,0.79,0.42,0.5,0.0,1.0,0.67,0.81,0.0
openmsx.csv,0.61,0.14,0.32,0.31,0.23,0.63,0.44,0.53,0.25,0.7,0.58,0.7,1.0
pnotepad.csv,0.87,0.21,0.49,0.31,0.16,0.73,0.38,0.33,0.2,1.0,0.71,0.59,0.43
quark.csv,0.82,0.67,0.81,0.45,0.27,0.67,0.64,0.57,0.44,1.0,0.83,1.0,0.34
tango-cs.csv,0.66,0.26,0.49,0.32,0.2,0.73,0.44,0.39,0.2,0.87,0.59,0.68,0.5
xcsoar.csv,0.84,0.22,0.68,0.37,0.25,0.74,0.38,0.39,0.2,1.0,0.64,0.7,0.38
