,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.45,0.08,0.53,0.51,0.24,0.25,0.69,0.78,0.39,0.37,0.66,0.58,0.62,0.17,0.67,0.17,0.74,0.37,0.38,0.63
decidr.csv,0.47,0.1,0.47,0.53,0.17,0.28,0.62,0.67,0.28,0.35,0.8,0.55,0.51,0.28,0.52,0.14,0.64,0.25,0.41,0.6
elmo.csv,0.35,0.12,1.0,0.63,0.57,0.27,0.62,0.0,0.52,0.33,0.78,0.4,0.57,0.0,0.0,0.27,0.5,0.0,0.45,0.43
gpac.csv,0.38,0.07,0.38,0.48,0.16,0.25,0.65,0.67,0.33,0.38,0.56,0.7,0.48,0.27,0.46,0.15,0.58,0.27,0.43,0.62
img-browse-sort.csv,0.6,0.1,0.53,0.69,0.24,0.28,0.84,0.71,0.4,0.45,0.64,0.61,0.57,0.24,0.55,0.21,0.74,0.56,0.33,0.79
jajuk.csv,0.5,0.07,0.44,0.79,0.21,0.31,0.68,0.73,0.39,0.48,0.57,0.53,0.57,0.27,0.6,0.16,0.84,0.36,0.39,0.71
ktc.csv,0.68,0.11,0.59,0.75,0.28,0.38,0.8,0.74,0.56,0.62,0.71,0.58,0.62,0.32,0.68,0.19,0.88,0.3,0.44,0.78
nativeclient.csv,0.57,0.07,0.54,0.68,0.21,0.33,0.92,0.72,0.49,0.52,0.6,0.58,0.6,0.23,0.56,0.15,0.76,0.3,0.37,0.78
neoengine.csv,0.62,0.07,0.55,0.69,0.23,0.29,0.76,0.71,0.42,0.48,0.68,0.57,0.57,0.34,0.57,0.15,0.79,0.34,0.41,0.6
nicepress.csv,0.53,0.09,0.39,0.52,0.23,0.31,0.68,0.69,0.44,0.65,0.63,0.54,0.49,0.23,0.72,0.21,0.64,0.27,0.42,0.62
omseek.csv,0.84,0.0,0.68,0.85,0.69,0.46,1.0,0.72,0.79,0.36,0.67,0.5,0.8,0.27,0.68,0.27,0.88,0.3,0.39,0.82
rosegarden.csv,0.61,0.08,0.41,0.6,0.2,0.31,0.86,0.72,0.55,0.46,0.55,0.69,0.62,0.38,0.6,0.16,0.71,0.34,0.38,0.63
sigil.csv,0.71,0.13,0.63,0.78,0.28,0.32,0.89,0.87,0.56,0.42,0.67,0.67,0.75,0.32,0.62,0.22,0.82,0.4,0.35,0.85
smarttag.csv,0.58,0.11,0.64,0.77,0.17,0.34,0.74,1.0,0.44,0.51,0.67,0.71,1.0,0.43,0.57,0.16,0.96,0.33,0.39,0.87
sylpheed-claws.csv,0.41,0.07,0.38,0.48,0.14,0.26,0.62,0.74,0.29,0.34,0.58,0.63,0.7,0.25,0.46,0.11,0.58,0.24,0.44,0.59
tango-cs.csv,0.7,0.1,0.69,0.73,0.28,0.4,0.86,0.72,0.62,0.59,0.75,0.62,0.65,0.23,0.61,0.18,0.78,0.29,0.46,0.61
vapor.csv,0.0,0.08,0.62,0.51,0.14,0.43,0.67,0.77,0.0,0.34,0.65,0.0,0.0,0.25,0.47,0.14,0.58,0.24,0.0,0.7
xemeiah.csv,0.63,0.17,0.42,0.46,0.35,0.31,0.87,0.73,0.41,0.44,0.58,0.57,0.52,0.27,0.67,0.19,0.76,0.26,0.42,0.75
zorannt.csv,0.51,0.08,0.73,0.63,0.41,0.26,0.77,0.7,0.39,0.53,0.61,0.57,0.55,0.25,0.49,0.15,0.96,0.42,0.37,0.61
zscreen.csv,0.53,0.11,0.44,0.49,0.13,0.37,0.92,0.87,0.33,0.4,0.56,0.75,0.87,0.26,0.52,0.15,0.73,0.24,0.4,0.68
