,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.65,0.81,0.32,0.83,0.45,0.66,0.56,0.37,0.45,0.75,0.47,0.66,0.26,0.62,0.21,0.35,0.32,0.5,0.83,0.68
decidr.csv,0.46,0.52,0.52,0.62,0.65,0.82,0.85,0.98,0.82,0.97,0.23,0.89,0.9,0.87,0.71,0.68,0.68,0.95,0.54,0.93
elmo.csv,0.14,0.33,0.0,0.07,0.02,0.27,0.11,0.0,0.05,0.03,0.03,0.06,0.02,0.03,0.06,0.04,0.05,0.05,0.16,0.08
gpac.csv,0.03,0.96,0.97,0.72,0.92,0.93,0.85,1.0,0.36,0.81,1.0,0.34,0.99,0.97,0.99,0.69,1.0,0.92,0.42,0.68
img-browse-sort.csv,0.32,0.52,0.34,0.25,0.4,0.59,0.22,0.63,0.43,0.43,0.43,0.62,0.48,0.79,0.54,0.29,0.46,0.18,0.43,0.19
jajuk.csv,0.61,0.4,0.61,0.19,0.55,0.59,0.44,0.63,0.47,0.35,0.92,0.87,0.59,0.97,0.37,0.48,0.16,0.47,0.99,0.34
ktc.csv,0.24,0.24,0.28,0.22,0.26,0.35,0.07,0.45,0.17,0.12,0.26,0.51,0.27,0.33,0.1,0.28,0.11,0.74,0.46,0.17
nativeclient.csv,0.44,0.39,0.38,0.35,0.42,0.48,0.07,0.51,0.28,0.22,0.64,0.55,0.29,0.59,0.41,0.55,0.41,0.82,0.93,0.27
neoengine.csv,0.18,0.96,0.32,0.28,0.41,0.73,0.22,0.73,0.19,0.35,0.42,0.91,0.55,0.49,0.04,0.52,0.22,0.55,0.38,0.84
nicepress.csv,0.39,0.78,0.87,0.64,0.45,0.35,0.37,0.88,0.37,0.19,0.62,0.94,0.92,0.44,0.21,0.19,0.65,0.5,0.59,0.63
omseek.csv,0.05,0.01,0.07,0.06,0.03,0.18,0.0,0.29,0.03,0.1,0.09,0.02,0.02,0.28,0.08,0.22,0.11,0.42,0.41,0.07
rosegarden.csv,0.37,0.49,0.81,0.49,0.49,0.61,0.11,0.39,0.22,0.41,0.79,0.34,0.2,0.21,0.24,0.55,0.54,0.61,0.87,0.56
sigil.csv,0.16,0.19,0.17,0.13,0.31,0.24,0.07,0.06,0.14,0.22,0.27,0.04,0.02,0.69,0.29,0.19,0.24,0.24,0.43,0.04
smarttag.csv,0.39,0.12,0.12,0.09,0.6,0.38,0.3,0.0,0.31,0.3,0.22,0.11,0.0,0.33,0.46,0.45,0.03,0.11,0.52,0.02
sylpheed-claws.csv,0.96,1.0,0.98,1.0,1.0,1.0,1.0,0.37,0.97,1.0,0.89,0.55,0.29,0.97,1.0,1.0,1.0,0.97,0.75,1.0
tango-cs.csv,0.16,0.13,0.14,0.18,0.35,0.35,0.07,0.43,0.11,0.23,0.21,0.45,0.27,0.69,0.31,0.43,0.24,0.58,0.39,0.69
vapor.csv,0.0,0.91,0.24,0.77,1.0,0.3,0.81,0.33,0.0,1.0,0.45,0.0,0.0,1.0,0.96,0.6,1.0,1.0,0.0,0.14
xemeiah.csv,0.22,0.07,0.68,0.8,0.15,0.34,0.07,0.49,0.32,0.54,0.8,0.49,0.71,0.85,0.32,0.16,0.3,0.82,0.71,0.07
zorannt.csv,0.27,0.34,0.05,0.27,0.16,0.41,0.22,0.71,0.12,0.1,0.34,0.43,0.66,0.77,0.35,0.37,0.03,0.39,0.86,0.88
zscreen.csv,0.46,0.12,0.68,0.84,0.88,0.45,0.11,0.04,0.63,0.68,0.78,0.09,0.02,0.82,0.68,0.48,0.46,0.82,0.71,0.22
