,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.69,0.81,0.51,0.83,0.48,0.75,0.61,0.51,0.53,0.77,0.54,0.7,0.6,0.89,0.55,0.55,0.46,0.52,0.86,0.7
decidr.csv,0.61,0.56,0.57,0.66,0.69,0.82,0.87,0.98,0.84,0.97,0.36,0.9,0.9,0.87,0.71,0.69,0.69,0.95,0.68,0.93
elmo.csv,0.9,0.52,0.96,0.87,0.83,0.77,0.9,1.0,0.86,0.97,0.9,0.97,0.96,1.0,1.0,0.88,0.96,1.0,0.82,0.96
gpac.csv,0.97,0.96,0.97,0.77,0.92,0.94,0.85,1.0,0.67,0.81,1.0,0.47,0.99,0.97,0.99,0.69,1.0,0.92,0.66,0.71
img-browse-sort.csv,0.42,0.56,0.5,0.46,0.48,0.69,0.39,0.67,0.52,0.53,0.6,0.65,0.57,0.84,0.58,0.49,0.47,0.36,0.8,0.54
jajuk.csv,0.62,0.72,0.65,0.28,0.57,0.64,0.64,0.65,0.53,0.52,0.92,0.89,0.61,0.97,0.52,0.55,0.44,0.53,0.99,0.53
ktc.csv,0.33,0.65,0.44,0.37,0.47,0.53,0.83,0.58,0.47,0.65,0.57,0.66,0.58,0.66,0.75,0.54,0.44,0.74,0.64,0.62
nativeclient.csv,0.46,0.71,0.47,0.4,0.54,0.58,0.51,0.62,0.43,0.6,0.69,0.66,0.61,0.77,0.58,0.58,0.42,0.82,0.94,0.44
neoengine.csv,0.59,0.96,0.47,0.41,0.49,0.75,0.63,0.74,0.68,0.52,0.51,0.91,0.59,0.56,0.94,0.58,0.46,0.57,0.71,0.85
nicepress.csv,0.53,0.78,0.87,0.69,0.5,0.66,0.66,0.88,0.46,0.38,0.65,0.94,0.92,0.78,0.44,0.61,0.68,0.68,0.68,0.69
omseek.csv,0.63,1.0,0.76,0.63,0.61,0.59,0.98,0.7,0.68,0.89,0.86,0.98,0.89,0.77,0.81,0.42,0.44,0.62,0.72,0.79
rosegarden.csv,0.4,0.63,0.81,0.53,0.55,0.65,0.6,0.64,0.38,0.53,0.83,0.49,0.68,0.67,0.62,0.56,0.55,0.61,0.89,0.65
sigil.csv,0.43,0.63,0.55,0.51,0.43,0.72,0.63,0.8,0.57,0.73,0.65,0.93,0.92,0.7,0.52,0.61,0.31,0.59,0.78,0.85
smarttag.csv,0.44,0.81,0.66,0.68,0.66,0.58,0.58,0.99,0.49,0.49,0.69,0.79,0.98,0.44,0.55,0.54,0.58,0.85,0.71,0.91
sylpheed-claws.csv,0.96,1.0,0.98,1.0,1.0,1.0,1.0,0.6,0.97,1.0,0.89,0.59,0.4,0.98,1.0,1.0,1.0,0.98,0.76,1.0
tango-cs.csv,0.46,0.81,0.51,0.51,0.41,0.48,0.74,0.62,0.57,0.43,0.56,0.59,0.52,0.81,0.54,0.48,0.46,0.66,0.63,0.73
vapor.csv,1.0,0.91,0.43,0.78,1.0,0.47,0.82,0.56,1.0,1.0,0.57,1.0,1.0,1.0,0.96,0.63,1.0,1.0,1.0,0.79
xemeiah.csv,0.5,0.8,0.7,0.84,0.54,0.65,0.72,0.6,0.55,0.57,0.81,0.67,0.73,0.86,0.4,0.72,0.44,0.83,0.74,0.86
zorannt.csv,0.65,0.69,0.79,0.57,0.38,0.73,0.61,0.74,0.82,0.78,0.69,0.67,0.67,0.82,0.7,0.59,0.54,0.42,0.89,0.88
zscreen.csv,0.51,0.81,0.69,0.85,0.9,0.51,0.3,0.87,0.67,0.7,0.82,0.79,0.82,0.85,0.69,0.57,0.48,0.85,0.77,0.71
