,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,7.0,8.0,4.0,2.0,8.0,2.0,0.0,1.0,3.0,11.0,4.0,0.0,0.0,3.0,0.0,24.0,2.0,0.0,0.0,0.0
decidr.csv,6.0,5.0,2.0,21.0,44.0,3.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,2.0,1.0,46.0,3.0,0.0,0.0,0.0
elmo.csv,12.0,5.0,0.0,2.0,0.0,0.0,0.0,147.0,0.0,2.0,0.0,0.0,0.0,52.0,144.0,2.0,0.0,50.0,1.0,1.0
gpac.csv,5.0,8.0,3.0,10.0,24.0,5.0,0.0,2.0,1.0,12.0,0.0,0.0,3.0,4.0,1.0,60.0,9.0,0.0,0.0,0.0
img-browse-sort.csv,4.0,1.0,5.0,0.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,5.0,10.0,2.0,11.0,1.0,1.0,2.0,0.0
jajuk.csv,4.0,18.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
ktc.csv,4.0,7.0,1.0,2.0,13.0,3.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,0.0,2.0,4.0,2.0
nativeclient.csv,4.0,17.0,3.0,2.0,10.0,2.0,0.0,3.0,0.0,1.0,11.0,0.0,1.0,6.0,1.0,35.0,3.0,0.0,0.0,0.0
neoengine.csv,3.0,8.0,6.0,3.0,9.0,2.0,0.0,1.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,25.0,2.0,0.0,0.0,0.0
nicepress.csv,4.0,7.0,2.0,4.0,10.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,6.0,8.0,3.0,2.0,0.0
omseek.csv,2.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
rosegarden.csv,5.0,9.0,4.0,4.0,11.0,2.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,1.0,34.0,6.0,0.0,0.0,1.0
sigil.csv,0.0,7.0,0.0,4.0,2.0,3.0,0.0,0.0,13.0,4.0,4.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0
smarttag.csv,5.0,3.0,0.0,8.0,9.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,23.0,0.0,3.0,0.0,0.0
sylpheed-claws.csv,6.0,8.0,3.0,3.0,27.0,5.0,0.0,1.0,9.0,16.0,12.0,0.0,1.0,3.0,1.0,99.0,9.0,6.0,0.0,0.0
tango-cs.csv,5.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,16.0,1.0,1.0,1.0,0.0
vapor.csv,284.0,6.0,1.0,6.0,27.0,4.0,0.0,0.0,360.0,16.0,0.0,102.0,232.0,4.0,1.0,25.0,9.0,6.0,113.0,2.0
xemeiah.csv,1.0,2.0,2.0,9.0,2.0,3.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,3.0,0.0,1.0
zorannt.csv,5.0,15.0,0.0,4.0,3.0,5.0,0.0,2.0,3.0,2.0,6.0,0.0,3.0,2.0,4.0,20.0,0.0,0.0,0.0,0.0
zscreen.csv,6.0,4.0,3.0,2.0,27.0,2.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,4.0,0.0,35.0,4.0,5.0,0.0,1.0
