,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.66,0.52,0.96,0.62,0.67,0.67,0.89,0.62,0.84,0.49,0.58,0.9,0.68
avifile.csv,0.99,0.18,0.95,1.05,0.89,0.59,0.97,0.69,0.7,0.62,0.71,0.84,0.86
baadengine.csv,0.28,0.99,1.02,0.98,0.48,0.66,1.0,0.92,1.0,0.7,1.0,0.98,1.0
gdis.csv,0.51,0.88,0.77,1.2,0.73,0.6,0.9,0.84,0.79,1.0,0.56,0.81,0.21
gogoego.csv,0.62,1.1,1.03,0.43,0.57,0.88,0.45,0.59,0.77,0.76,0.95,0.86,0.44
impala.csv,0.88,0.77,0.67,0.35,0.86,0.81,0.7,0.75,0.76,0.97,0.74,0.54,0.8
jgameai.csv,1.0,0.45,0.99,1.0,0.91,0.5,0.96,0.94,0.96,0.97,0.96,0.96,0.96
jhotdraw.csv,0.92,0.78,0.75,0.83,0.97,0.86,1.0,0.98,0.45,0.92,0.5,0.64,0.95
patterntesting.csv,1.0,0.97,1.05,0.98,0.76,0.94,0.86,0.91,0.82,0.4,0.89,0.87,0.56
pokeglobal.csv,0.92,0.95,1.0,0.29,0.4,0.83,1.0,0.54,0.95,0.48,0.82,0.75,1.02
werx.csv,0.99,0.85,0.04,1.0,0.97,0.98,1.0,0.95,1.0,1.0,0.97,0.96,1.0
zealos.csv,0.87,1.0,0.98,1.01,0.95,0.85,0.44,0.92,0.95,0.84,0.74,1.0,0.72
