,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.76,0.88,0.0,0.4,0.9,0.75
arsenal-1.csv,0.37,0.83,0.54,0.5,0.88,0.8
barracudamvc.csv,0.4,0.33,0.39,0.35,0.39,0.54
mevenide.csv,0.42,0.46,0.8,0.0,0.8,0.73
mumble.csv,0.45,0.3,0.46,0.88,0.49,0.7
openintents.csv,0.49,0.42,0.33,0.38,0.59,0.48
