,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.88,0.38,0.0,0.68,0.6,0.75
arsenal-1.csv,0.8,0.33,0.71,0.5,0.25,0.33
barracudamvc.csv,0.93,0.43,0.44,0.4,0.28,0.19
mevenide.csv,0.83,0.35,0.4,1.0,0.4,0.52
mumble.csv,0.91,0.4,0.38,0.38,0.6,0.16
openintents.csv,0.82,0.58,0.48,0.41,0.15,0.25
