,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.15,0.15,0.0,0.26,0.06,0.01
arsenal-1.csv,0.9,0.12,0.23,0.03,0.09,0.35
barracudamvc.csv,0.3,0.79,0.97,0.94,0.98,0.78
mevenide.csv,0.55,0.52,0.19,0.0,0.05,0.24
mumble.csv,0.3,0.91,0.74,0.16,0.22,0.41
openintents.csv,0.55,0.33,0.87,0.65,0.71,0.9
