,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.4,0.27,0.2,0.05,0.19,0.39,0.24,1.0,0.35,0.59,0.43,0.33,0.46,0.32,0.53,0.51,0.24
checker-framework.csv,0.47,0.31,0.21,0.08,0.2,0.27,0.39,0.27,0.96,0.33,0.41,0.25,0.38,0.19,0.44,0.51,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91
ctrlr.csv,0.11,0.0,0.0,0.09,0.13,0.22,0.2,0.06,0.07,0.08,0.26,0.13,0.03,0.95,0.37,0.0,0.0
fontforge.csv,0.31,0.26,0.16,0.07,0.16,0.42,0.29,0.4,0.35,0.98,0.4,0.37,0.24,0.2,0.66,0.44,0.27
gusanos.csv,0.48,0.25,0.26,0.1,0.19,0.37,0.33,0.42,0.56,0.61,0.5,0.41,0.36,0.3,0.98,0.46,0.0
jvcl.csv,0.22,0.0,0.9,0.08,0.09,0.0,0.0,0.06,0.1,0.0,0.13,0.0,0.11,0.0,0.0,0.32,0.29
kwave.csv,0.24,0.07,0.15,0.11,0.09,0.18,0.93,0.14,0.0,0.45,0.13,0.35,0.13,0.22,0.18,0.2,0.0
liferea.csv,0.37,0.23,0.18,0.06,0.2,1.0,0.0,0.33,0.61,0.42,0.38,0.34,0.21,0.0,0.42,0.51,0.0
lockss.csv,0.27,0.13,0.2,0.0,0.14,0.0,0.0,0.11,0.12,0.0,0.27,0.9,0.13,0.0,0.11,0.38,0.0
magicwars.csv,0.38,0.28,0.16,0.11,0.13,0.37,0.31,0.41,0.32,0.59,0.98,0.28,0.35,0.4,0.82,0.52,0.18
psrchive.csv,0.0,0.96,0.25,0.1,0.11,0.14,0.31,0.1,0.17,0.46,0.12,0.22,0.16,0.0,0.43,0.22,0.0
pydev.csv,0.25,0.11,0.17,0.0,0.23,0.42,0.24,0.17,0.45,0.48,0.33,0.4,0.37,0.0,0.4,0.97,0.24
sarasvati.csv,0.12,0.0,0.1,0.0,0.95,0.0,0.18,0.0,0.27,0.0,0.19,0.16,0.31,0.0,0.11,0.2,0.33
stuproa-cims.csv,0.34,0.28,0.18,0.11,0.13,0.37,0.36,0.45,0.42,0.61,0.45,0.39,0.96,0.44,0.82,0.54,0.19
thout.csv,0.95,0.18,0.21,0.1,0.19,0.35,0.32,0.27,0.27,0.26,0.35,0.36,0.29,0.34,0.37,0.46,0.19
zact.csv,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.08,0.14,0.0,0.03,0.0,0.13,0.0,0.06,0.21,0.0
