,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.67,0.5,0.32,0.52,0.74,0.38,0.47,0.75,0.48,0.35,0.71,0.42,0.63,0.61,0.54,0.38,0.35
checker-framework.csv,0.53,0.49,0.4,0.49,0.74,0.5,0.44,0.43,0.67,0.56,0.46,0.63,0.44,0.91,0.67,0.47,0.53
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
ctrlr.csv,0.91,0.88,0.0,0.82,0.8,0.71,0.75,0.86,0.94,0.0,0.55,0.89,0.8,0.95,0.96,0.83,0.67
fontforge.csv,0.62,0.54,0.35,0.62,0.69,0.43,0.75,0.47,0.64,0.52,0.58,0.38,0.86,0.65,0.51,0.41,0.5
gusanos.csv,0.43,0.41,0.61,0.39,0.42,0.31,0.47,0.35,0.58,0.27,0.4,0.46,0.46,0.62,0.42,0.38,0.47
jvcl.csv,0.91,0.0,0.92,0.94,0.91,0.0,0.0,0.91,0.96,0.0,0.97,0.5,0.95,0.0,0.0,0.96,0.89
kwave.csv,0.97,0.93,0.92,0.91,0.91,0.89,0.93,0.94,0.8,0.5,0.97,0.94,0.95,0.93,0.89,0.93,0.8
liferea.csv,0.59,0.92,0.31,0.61,0.95,0.77,0.75,0.58,0.6,0.5,0.98,0.6,0.95,0.9,0.79,0.51,0.5
lockss.csv,0.75,0.0,0.43,0.92,0.97,0.0,0.0,0.92,0.67,0.5,0.81,0.95,0.95,0.5,0.8,0.79,0.88
magicwars.csv,0.46,0.39,0.33,0.34,0.44,0.33,0.41,0.42,0.54,0.32,0.69,0.42,0.38,0.46,0.43,0.38,0.39
psrchive.csv,0.0,0.92,0.79,0.88,0.88,0.0,0.9,0.94,0.7,0.67,0.97,0.54,0.97,0.0,0.79,0.95,0.8
pydev.csv,0.78,0.8,0.33,0.93,0.97,0.91,0.89,0.77,0.61,0.5,0.88,0.46,0.81,0.67,0.65,0.62,0.43
sarasvati.csv,0.83,0.0,0.8,0.83,0.9,0.0,0.83,0.0,0.94,0.0,0.95,0.85,0.89,0.67,0.86,0.75,0.86
stuproa-cims.csv,0.48,0.39,0.31,0.37,0.61,0.33,0.47,0.42,0.49,0.29,0.36,0.38,0.78,0.52,0.42,0.34,0.4
thout.csv,0.78,0.95,0.41,0.7,0.91,0.46,0.93,0.74,0.76,0.86,0.98,0.48,0.84,0.77,0.91,0.53,0.5
zact.csv,0.0,0.0,0.96,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.8,0.0,0.5,0.92,0.0
