,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.61,0.66,0.86,0.9,0.59,0.82,0.92,0.0,0.58,0.66,0.66,0.9,0.56,0.74,0.78,0.89,0.62
checker-framework.csv,0.51,0.58,0.65,0.8,0.58,0.8,0.62,0.81,0.08,0.86,0.69,0.75,0.74,0.87,0.71,0.59,1.04
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02
ctrlr.csv,0.93,1.01,1.0,0.78,0.91,0.81,0.88,0.96,0.96,0.96,0.93,0.91,0.98,0.1,0.8,1.0,1.0
fontforge.csv,0.77,0.66,0.8,0.81,0.62,0.61,0.76,0.61,0.62,0.04,0.67,0.56,0.82,0.85,0.53,0.71,0.52
gusanos.csv,0.48,0.74,0.52,0.78,0.52,0.69,0.66,0.61,0.47,0.78,0.63,0.51,0.69,0.74,0.03,0.68,1.15
jvcl.csv,0.86,1.0,0.19,0.87,0.91,1.0,1.0,0.97,0.95,1.0,0.93,1.0,0.93,1.0,1.0,0.76,0.61
kwave.csv,0.81,0.95,0.79,0.86,0.91,0.86,0.12,0.9,1.0,0.67,0.92,0.69,0.92,0.83,0.9,0.87,1.0
liferea.csv,0.68,0.79,0.82,0.89,0.73,0.0,1.0,0.71,0.46,0.74,0.74,0.66,0.86,1.01,0.73,0.56,1.06
lockss.csv,0.75,0.93,0.71,1.01,0.75,1.0,1.0,0.93,0.92,1.0,0.8,0.14,0.92,1.0,0.94,0.71,1.01
magicwars.csv,0.88,0.97,0.87,0.97,0.91,1.0,1.0,0.9,1.0,0.91,0.05,0.96,0.91,0.98,0.97,0.87,0.88
psrchive.csv,1.0,0.07,0.61,0.76,0.91,0.92,0.76,0.94,0.86,0.65,0.93,0.78,0.89,1.0,0.86,0.85,1.0
pydev.csv,0.77,0.93,0.79,1.01,0.57,0.63,0.82,0.87,0.47,0.65,0.77,0.52,0.67,1.0,0.75,0.06,0.62
sarasvati.csv,0.93,1.0,0.94,1.0,0.09,1.0,0.88,1.0,0.73,1.0,0.89,0.86,0.74,1.0,0.95,0.89,0.61
stuproa-cims.csv,0.93,0.95,0.99,0.84,0.67,1.0,0.74,0.8,0.52,1.0,0.87,0.67,0.07,0.74,1.0,0.77,0.83
thout.csv,0.09,0.81,0.63,0.76,0.66,0.75,0.71,0.77,0.72,0.84,0.76,0.65,0.77,0.73,0.9,0.63,0.66
zact.csv,1.0,1.0,0.95,0.0,1.0,1.0,1.0,0.96,0.92,1.0,0.98,1.0,0.93,1.0,0.97,0.87,1.0
