,recall,precision,pf,wins
blogentis.csv,0.54,0.25,0.53,7
checker-framework.csv,0.46,0.22,0.46,6
cme.csv,0.0,0.0,0.0,0
ctrlr.csv,0.08,0.2,0.08,9
fontforge.csv,0.55,0.29,0.38,14
gusanos.csv,0.64,0.28,0.51,11
jvcl.csv,0.07,0.08,0.03,3
kwave.csv,0.14,0.24,0.12,10
liferea.csv,0.27,0.33,0.15,16
lockss.csv,0.08,0.15,0.11,5
magicwars.csv,0.95,0.23,0.91,2
psrchive.csv,0.17,0.18,0.16,8
pydev.csv,0.36,0.29,0.18,15
sarasvati.csv,0.07,0.24,0.03,13
stuproa-cims.csv,0.92,0.25,0.83,4
thout.csv,0.36,0.25,0.27,12
zact.csv,0.0,0.0,0.0,0
