,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.37,0.0,0.22,0.33,0.32,0.62
empyrean.csv,0.0,0.58,0.35,0.48,0.58,0.86
impala.csv,0.26,0.83,0.61,0.0,0.47,0.62
multitude.csv,0.37,0.48,0.27,0.36,0.0,0.3
nutz.csv,0.39,0.07,0.0,0.25,0.24,0.23
pi-qmc.csv,0.29,0.17,0.15,0.14,0.2,0.0
