,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.42,0.98,0.45,0.13,0.44,0.37
empyrean.csv,0.99,0.56,0.27,0.21,0.52,0.23
impala.csv,0.48,0.48,0.14,0.89,0.29,0.37
multitude.csv,0.49,0.55,0.57,0.18,0.96,0.56
nutz.csv,0.6,0.04,0.99,0.16,0.47,0.06
pi-qmc.csv,0.3,0.54,0.47,0.08,0.36,0.98
