,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.61,1.0,0.43,0.09,0.56,0.27
empyrean.csv,1.0,0.49,0.24,0.13,0.51,0.16
impala.csv,0.71,0.39,0.11,1.0,0.36,0.27
multitude.csv,0.66,0.52,0.48,0.12,1.0,0.47
nutz.csv,0.71,0.2,1.0,0.12,0.63,0.07
pi-qmc.csv,0.56,0.7,0.5,0.07,0.59,1.0
