,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.28,0.15,0.5,0.07,1.0,0.2,0.24,0.3,0.25,0.21,0.15,0.45,0.75,0.0,0.16,0.14,0.0,0.41,0.13
autofac.csv,0.72,0.92,0.48,0.93,0.47,0.48,0.82,0.81,0.45,0.8,0.59,0.52,0.67,0.67,0.67,0.86,0.41,0.61,0.69
avisynth2.csv,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.03,0.02,0.0,1.0,0.01,0.0,0.06,0.0,0.0
dsworkbench.csv,0.44,0.19,1.0,0.28,0.35,0.33,0.65,0.41,0.25,0.35,0.36,0.67,0.54,0.33,0.34,0.43,0.65,0.21,0.28
exist.csv,0.15,0.58,0.36,0.31,0.08,0.28,0.35,0.35,0.45,0.95,0.64,0.4,0.12,0.0,0.43,0.14,0.29,0.28,0.41
forester-atv.csv,0.05,0.96,0.06,0.07,0.02,0.05,0.0,0.14,0.05,0.07,0.1,0.05,0.0,0.0,0.08,0.0,0.18,0.08,0.06
freelords.csv,0.56,0.27,0.54,0.45,0.43,0.97,0.88,0.68,0.45,0.34,0.33,0.78,0.67,1.0,0.53,0.71,0.29,0.37,0.43
gephex.csv,0.26,0.04,0.32,0.28,0.5,0.35,0.35,0.41,0.0,0.3,0.23,0.32,0.19,0.0,0.19,0.29,0.35,0.99,0.26
google-collections.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
java-gnome.csv,0.44,0.5,0.62,0.48,0.45,0.48,0.47,0.43,0.45,0.43,0.49,0.43,0.96,0.33,0.36,0.29,0.53,0.86,0.31
jpaul.csv,0.21,0.38,0.34,0.28,0.0,0.08,1.0,0.27,0.6,0.12,0.18,0.3,0.12,0.0,0.23,0.29,0.24,0.03,0.2
neodatis-odb.csv,0.45,0.62,0.5,0.41,0.3,0.33,0.41,0.97,0.5,0.35,0.33,0.37,0.35,0.0,0.37,1.0,0.35,0.38,0.48
octet.csv,0.24,0.5,0.3,0.28,0.1,0.08,0.18,0.27,0.25,0.33,0.05,0.25,0.0,0.0,0.26,1.0,0.18,0.21,0.11
personalaccess.csv,0.59,0.81,0.94,0.55,0.63,0.56,0.76,0.68,0.95,0.89,0.72,0.92,0.4,0.67,1.0,0.86,0.65,0.66,0.54
pokenetonline.csv,0.62,0.77,0.86,0.76,0.48,0.48,0.59,0.59,0.7,0.87,0.74,0.97,0.12,1.0,0.76,0.43,0.71,0.54,0.62
rcp-company-uibindings.csv,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.85,1.0,1.0,1.0,0.95,1.0,0.99,1.0,0.88,1.0,1.0
scenemonitor.csv,0.28,0.46,0.4,0.31,0.07,0.28,0.12,0.11,0.95,0.53,0.38,0.4,0.44,1.0,0.41,0.29,0.47,0.25,0.24
servicestack.csv,0.28,0.85,0.3,0.45,0.3,0.22,0.59,0.49,0.75,0.62,0.38,0.38,0.23,0.33,0.55,0.43,0.94,0.03,0.39
st-filteredstatistics.csv,0.5,0.81,0.64,0.86,0.57,0.53,0.82,0.68,0.75,0.75,1.0,0.72,0.4,0.67,0.68,0.57,0.76,0.63,0.66
