,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.71,223
acdk.csv,0.45,0.52,0.25,599
acegisecurity.csv,0.64,0.44,0.48,400
adaptagrams.csv,0.41,0.5,0.22,590
adobe-source.csv,0.5,0.46499999999999997,0.37,466
adonthell.csv,0.52,0.39,0.47,234
agilitybook.csv,0.42,0.4,0.39,264
aime.csv,0.31,0.35,0.28,244
alembik.csv,0.27,0.55,0.13,607
algebsql.csv,0.39,0.34,0.51,56
all-plasm.csv,0.33,0.42,0.3,327
alleg.csv,0.5,0.4,0.42,292
alpine.csv,0.74,0.41,0.61,266
alsa.csv,0.68,0.45,0.51,412
amanda.csv,0.55,0.45,0.43,403
amateur-scrolls.csv,0.2,0.33,0.15,288
amygdala.csv,0.4,0.4,0.36,285
anaxagora.csv,0.63,0.425,0.48,373
apertium.csv,0.35,0.405,0.29,338
apolloplayer.csv,0.58,0.42,0.44,374
applet2app.csv,0.6,0.5,0.36,581
arcallians.csv,0.67,0.45,0.51,404
archive-crawler.csv,0.43,0.42,0.36,336
ardour.csv,0.505,0.51,0.3,588
arianne.csv,0.95,0.385,0.93,58
arm-webradio.csv,0.41,0.41,0.38,281
array4j.csv,0.585,0.355,0.625,78
arsenal-1.csv,0.25,0.48,0.18,507
atlc.csv,0.69,0.39,0.68,132
atomsite.csv,0.72,0.42,0.64,227
atunes.csv,0.61,0.43,0.48,357
auber.csv,0.8,0.41,0.72,181
aubit4gl.csv,0.14,0.4,0.13,369
aufs.csv,0.27,0.33,0.265,200
autat.csv,0.29,0.48,0.17,545
autofac.csv,0.58,0.44,0.44,401
autoopencas.csv,0.29,0.275,0.45,15
autowikibrowser.csv,0.67,0.455,0.48,456
avifile.csv,0.45,0.36,0.5,116
avisynth2.csv,0.02,0.3,0.02,259
awemud.csv,0.58,0.46,0.39,494
aztec.csv,0.37,0.5,0.21,574
azureus.csv,0.86,0.4,0.81,123
baadengine.csv,0.89,0.42,0.77,205
bacnet.csv,0.46,0.45,0.34,449
bacula.csv,0.74,0.42,0.6,294
badtrinity-zero.csv,0.44,0.44,0.33,428
badtrinitycore.csv,0.34,0.44,0.25,448
barracudamvc.csv,0.93,0.36,0.97,11
bdbbasic.csv,0.46,0.41,0.37,334
beast-mcmc.csv,0.74,0.45,0.57,386
benojt.csv,1.0,0.38,1.0,22
betoffice.csv,0.71,0.33,0.83,2
bibedt.csv,0.55,0.445,0.4,439
biodwh.csv,0.31,0.515,0.16,596
bionote.csv,0.35,0.51,0.19,592
biopax.csv,1.0,0.39,1.0,33
bl-toolkit.csv,0.69,0.38,0.71,90
blogentis.csv,0.52,0.365,0.64,40
bloodycore.csv,0.21,0.4,0.18,361
blue-c.csv,0.77,0.425,0.64,276
bnetd.csv,0.77,0.4,0.69,180
bochs.csv,0.72,0.39,0.62,213
boost-sandbox.csv,0.56,0.37,0.55,146
boost.csv,0.62,0.46,0.44,472
botsnscouts.csv,0.64,0.47,0.43,506
brlcad.csv,0.28,0.47,0.185,511
bscwweasel.csv,0.27,0.48,0.17,532
buddata-ebxml-registry.csv,0.97,0.38,0.94,53
bullet.csv,0.61,0.39,0.57,183
bulmages.csv,0.17,0.33,0.12,299
bwapi.csv,0.95,0.375,0.96,27
calcubetimer.csv,0.725,0.4,0.615,237
capcode.csv,0.58,0.39,0.58,151
cascading.csv,0.7,0.43,0.54,356
chaosrts.csv,0.54,0.42,0.42,363
chaperon.csv,0.4,0.36,0.44,143
checker-framework.csv,0.86,0.39,0.81,111
chipster.csv,0.15,0.38,0.12,358
chrysalis.csv,0.49,0.5,0.29,575
cities3d.csv,0.27,0.38,0.2,358
clamav.csv,0.74,0.41,0.6,281
cleartk.csv,0.74,0.4,0.65,201
cme.csv,0.0,0.0,0.0,4
co-ode-owl-plugins.csv,0.5,0.41,0.47,246
codeblocks.csv,0.64,0.46,0.42,504
codesmith.csv,0.64,0.38,0.65,113
columba.csv,0.65,0.45,0.45,471
continuum-ide.csv,0.18,0.415,0.16,385
cornerstone.csv,0.275,0.54,0.13,605
cortex-vfx.csv,0.395,0.51,0.235,580
crisscross.csv,0.93,0.38,0.9,64
critterding.csv,0.88,0.385,0.85,81
crux-framework.csv,0.26,0.42,0.23,370
ctrlr.csv,0.22,0.28,0.34,49
cubefs.csv,0.55,0.4,0.5,235
cuberok.csv,0.56,0.43,0.46,331
customsagetv.csv,0.14,0.5,0.09,548
customwars.csv,0.52,0.49,0.33,553
