,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.44,0.12,0.51,0.93,0.39,0.69,0.46,0.49,0.65,0.17,0.55,0.36,0.65,0.56,0.33,0.29,0.59,0.18
betoffice.csv,0.09,0.18,0.06,0.57,0.22,0.39,0.2,0.98,0.29,0.59,0.44,0.26,0.52,0.35,0.37,0.7,0.34,0.31
bionote.csv,0.25,0.01,0.0,0.17,0.02,0.05,0.0,0.0,0.17,0.04,0.0,0.1,0.9,0.27,0.09,0.11,0.16,0.11
bnetd.csv,0.58,0.66,0.44,0.7,0.54,0.52,0.41,0.47,0.54,0.3,1.0,0.37,0.47,0.6,0.45,0.69,0.58,0.68
elvishrayrenderer.csv,0.44,0.71,0.63,0.62,0.53,0.67,0.26,0.19,0.64,0.49,0.43,0.54,0.71,0.69,0.48,0.39,0.51,0.98
emisview.csv,0.14,0.06,0.0,0.31,0.16,1.0,0.02,0.09,0.31,0.1,0.22,0.21,0.66,0.43,0.36,0.11,0.27,0.28
findbugs.csv,0.29,0.27,0.38,0.11,0.29,0.26,0.49,0.55,0.49,0.18,0.4,0.16,0.54,0.53,0.97,0.16,0.2,0.33
hazelcast.csv,0.48,0.68,0.62,0.56,1.0,0.3,0.41,0.46,0.27,0.55,0.6,0.0,0.39,0.57,0.17,0.67,0.71,0.37
jitterbit.csv,0.42,0.48,0.32,0.56,0.35,0.58,0.18,0.05,0.98,0.53,0.41,0.35,0.43,0.62,0.47,0.17,0.12,0.62
jppf-project.csv,0.0,0.0,0.44,0.46,0.0,0.38,0.0,0.09,0.16,0.68,0.57,1.0,0.45,0.13,0.32,0.3,0.05,0.49
kolmafia.csv,0.58,0.24,0.29,0.36,0.48,0.57,0.2,0.43,0.39,0.28,0.16,0.58,0.59,0.97,0.46,0.21,0.35,0.48
megasquirtavr.csv,0.68,0.0,0.92,0.5,0.67,0.17,0.44,0.37,0.42,0.39,0.0,0.0,0.0,0.42,0.0,0.3,0.33,0.0
qedo.csv,0.06,0.17,0.33,0.11,0.09,0.05,0.2,0.11,0.01,0.48,0.26,0.11,0.0,0.13,0.09,0.93,0.0,0.11
stajistics.csv,0.41,0.17,0.48,0.51,0.6,0.5,0.39,0.16,0.55,0.63,0.25,0.49,0.41,0.52,0.39,0.17,0.94,0.65
trackit.csv,0.55,0.35,0.5,0.47,0.47,0.4,1.0,0.41,0.46,0.48,0.32,0.42,0.28,0.53,0.42,0.36,0.36,0.54
wxlua.csv,0.0,0.0,0.37,0.17,0.0,0.44,0.17,0.09,0.13,0.97,0.13,0.39,0.17,0.0,0.17,0.05,0.0,0.0
x4x.csv,0.98,0.55,0.29,0.57,0.71,0.67,0.41,0.45,0.35,0.63,0.37,0.39,0.34,0.3,0.52,0.54,0.6,0.52
xharbour.csv,0.0,1.0,0.67,0.54,0.0,0.64,0.0,0.09,0.24,0.67,0.0,0.6,0.0,0.48,0.36,0.41,0.05,0.37
