,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.73,0.9,0.22,1.0,0.77,0.47,0.64,0.46,0.35,0.8,0.71,0.91,0.31,0.56,0.36,0.04,0.32,0.5
betoffice.csv,0.75,0.68,0.05,0.36,1.0,0.42,0.54,0.96,0.22,0.92,0.46,0.8,0.18,0.5,0.29,0.15,0.3,0.48
bionote.csv,1.0,1.0,0.0,0.43,1.0,0.33,0.0,0.0,0.67,1.0,0.0,0.88,0.88,0.65,0.67,0.11,0.5,1.0
bnetd.csv,0.79,0.88,0.25,0.44,0.86,0.31,0.55,0.44,0.27,0.86,1.0,0.91,0.11,0.58,0.32,0.12,0.33,0.73
elvishrayrenderer.csv,0.76,0.98,0.48,0.41,1.0,0.37,0.6,0.37,0.36,0.9,0.79,0.92,0.18,0.63,0.33,0.07,0.47,1.0
emisview.csv,0.71,1.0,0.0,0.5,1.0,1.0,0.33,0.5,0.57,0.88,0.88,0.94,0.38,0.9,0.53,0.08,1.0,0.8
findbugs.csv,0.69,0.95,0.16,0.33,0.78,0.26,0.73,0.53,0.35,0.93,0.64,0.92,0.27,0.77,1.0,0.03,0.17,0.77
hazelcast.csv,0.79,0.86,0.39,0.36,1.0,0.31,0.64,0.51,0.27,0.92,0.56,0.92,0.13,0.6,0.36,0.11,0.39,0.66
jitterbit.csv,0.8,0.81,0.16,0.39,0.85,0.39,0.6,0.33,0.99,0.91,0.78,0.86,0.6,0.61,0.57,0.04,0.23,0.75
jppf-project.csv,0.77,0.82,0.19,0.35,0.84,0.33,0.64,0.5,0.21,0.94,0.54,1.0,0.14,0.52,0.39,0.08,0.3,0.68
kolmafia.csv,0.81,0.85,0.71,0.44,1.0,0.36,0.58,0.53,0.35,0.88,0.62,0.95,0.16,1.0,0.4,0.04,0.56,0.79
megasquirtavr.csv,0.83,0.82,1.0,0.36,0.88,0.31,0.61,0.51,0.27,0.92,0.53,0.91,0.13,0.57,0.37,0.09,0.32,0.65
qedo.csv,1.0,0.63,0.18,0.17,1.0,0.25,0.88,1.0,0.07,0.91,0.41,0.89,0.0,0.28,0.5,1.0,0.0,0.3
stajistics.csv,0.76,1.0,0.19,0.34,1.0,0.28,0.58,0.35,0.33,0.93,0.67,0.91,0.13,0.56,0.36,0.03,1.0,0.73
trackit.csv,0.8,0.73,0.21,0.36,0.96,0.24,1.0,0.5,0.22,0.93,0.51,0.89,0.09,0.55,0.37,0.05,0.24,0.72
wxlua.csv,0.76,0.82,0.22,0.31,0.84,0.3,0.65,0.51,0.27,0.99,0.53,0.92,0.12,0.52,0.38,0.08,0.3,0.65
x4x.csv,0.98,0.82,0.5,0.35,0.9,0.37,0.65,0.47,0.19,0.94,0.54,0.92,0.13,0.56,0.4,0.1,0.33,0.66
xharbour.csv,0.77,1.0,0.27,0.32,0.84,0.35,0.64,0.5,0.27,0.94,0.46,0.93,0.13,0.52,0.38,0.07,0.31,0.66
