,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.1,0.5,0.94,0.59,0.46,0.3,0.42,0.48,0.6,0.26,0.31,0.67,0.11
flylinkdc.csv,1.0,0.0,0.25,0.4,0.37,0.67,0.46,0.26,0.6,0.31,0.45,0.49,0.47
fw4spl.csv,0.17,0.2,0.31,0.0,0.95,0.51,0.26,0.25,0.0,0.49,0.22,0.5,0.2
grisbi.csv,0.59,0.39,0.58,0.34,0.42,0.64,1.0,0.52,0.52,0.61,0.63,0.64,0.53
mesa3d.csv,0.35,0.3,0.33,0.35,0.44,0.4,0.38,0.37,0.24,0.37,0.44,0.89,0.11
nuttx.csv,0.62,1.0,0.47,0.6,0.56,0.62,0.55,0.25,0.56,0.33,0.42,0.34,0.5
panda3d.csv,0.36,0.18,0.2,0.13,0.38,0.49,0.47,0.79,0.61,0.93,0.41,0.37,0.16
proftp.csv,0.52,0.25,0.4,0.43,0.61,1.0,0.46,0.13,0.44,0.33,0.29,0.32,0.54
qmmp.csv,0.57,0.12,0.47,0.29,0.71,0.54,0.59,0.34,0.43,0.47,0.97,0.33,0.45
skia.csv,0.28,0.09,0.38,0.4,0.43,0.47,0.11,0.0,0.24,0.31,0.32,0.24,0.92
tart.csv,0.0,0.0,0.02,0.0,0.05,0.09,0.04,0.0,0.83,0.0,0.02,0.0,0.0
tcvp.csv,0.17,0.04,0.15,0.33,0.12,0.12,0.21,1.0,0.24,0.12,0.2,0.05,0.16
utgb.csv,0.4,0.13,0.23,1.0,0.27,0.16,0.17,0.0,0.24,0.23,0.06,0.27,0.3
