,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.5,0.82,0.15,0.76,0.52,0.79,0.64,0.36,0.07,0.4,0.39
azureus.csv,0.0,0.95,0.91,0.89,0.95,0.48,0.2,0.56,0.93,0.6,0.67
forester-atv.csv,0.0,0.28,0.03,0.01,0.08,0.14,0.48,0.12,0.04,0.2,0.0
gabel.csv,0.0,0.55,0.03,0.69,0.25,0.29,0.14,0.6,0.0,0.1,0.08
google-collections.csv,0.0,0.98,1.0,1.0,1.0,1.0,0.96,0.84,1.0,1.0,0.97
javaprofiler.csv,0.0,0.82,0.33,0.64,0.61,0.93,0.58,0.72,0.2,0.6,0.17
mycila.csv,1.0,0.25,0.91,0.47,0.9,0.17,0.34,0.48,0.78,0.8,0.67
neodatis-odb.csv,1.0,0.82,0.55,0.26,0.7,0.24,0.37,0.16,0.13,0.7,0.31
pokenetonline.csv,0.0,0.95,0.88,0.91,0.91,0.71,0.83,0.2,0.67,1.0,0.86
rcp-company-uibindings.csv,0.0,0.62,0.33,0.69,0.33,0.36,0.39,0.12,0.33,0.0,0.22
servicestack.csv,0.0,0.18,0.24,0.2,0.03,0.19,0.05,0.04,0.22,0.0,0.0
