,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.98,0.39,0.81,0.32,0.09,0.13,0.26,0.76,0.79,0.98,0.78
azureus.csv,1.0,0.37,0.45,0.35,0.08,0.26,0.54,0.77,0.23,0.97,0.74
forester-atv.csv,1.0,0.66,0.83,0.67,0.22,0.25,0.33,0.87,0.71,0.97,1.0
gabel.csv,0.0,0.42,0.92,0.28,0.21,0.2,0.46,0.76,1.0,0.98,0.8
google-collections.csv,1.0,0.39,0.47,0.35,0.08,0.19,0.27,0.73,0.27,0.96,0.68
javaprofiler.csv,1.0,0.39,0.61,0.34,0.11,0.17,0.28,0.75,0.47,0.97,0.91
mycila.csv,0.97,0.44,0.47,0.27,0.09,0.5,0.38,0.76,0.14,0.96,0.69
neodatis-odb.csv,0.96,0.4,0.5,0.63,0.09,0.33,0.4,0.78,0.25,0.97,0.81
pokenetonline.csv,1.0,0.41,0.46,0.36,0.09,0.19,0.29,0.9,0.34,0.96,0.67
rcp-company-uibindings.csv,1.0,0.44,0.56,0.27,0.14,0.25,0.33,0.83,0.32,1.0,0.73
servicestack.csv,1.0,0.68,0.58,0.33,0.0,0.11,0.43,0.9,0.57,1.0,1.0
