,f1,g,recall,precision,pf,wins
autofac.csv,0.59,0.57,0.65,0.76,0.5,10
azureus.csv,0.59,0.65,0.85,0.45,0.67,8
forester-atv.csv,0.32,0.29,0.25,0.71,0.08,5
gabel.csv,0.37,0.39,0.34,0.46,0.14,2
google-collections.csv,0.56,0.0,1.0,0.39,1.0,1
javaprofiler.csv,0.52,0.58,0.79,0.47,0.6,7
mycila.csv,0.58,0.36,0.7,0.47,0.67,3
neodatis-odb.csv,0.54,0.58,0.68,0.5,0.37,9
pokenetonline.csv,0.58,0.42,0.94,0.41,0.86,4
rcp-company-uibindings.csv,0.41,0.52,0.5,0.44,0.33,6
servicestack.csv,0.17,0.13,0.11,0.58,0.05,0
