,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,1.03,0.55,0.65,0.77,0.68,1.05,0.05,0.84,0.93
carabiner.csv,0.72,0.94,0.8,0.6,0.73,0.81,0.63,0.82,0.05
continuum-ide.csv,0.5,1.09,1.01,0.71,0.67,0.06,0.9,1.01,0.91
gtad.csv,0.0,0.98,1.01,0.97,0.93,0.96,0.77,1.0,0.86
htmlunit.csv,0.48,0.54,1.01,0.09,0.52,0.58,0.77,0.85,0.81
jsr308-langtools.csv,0.39,0.41,0.78,0.55,0.0,0.71,0.61,0.87,0.75
kaffeine.csv,1.06,0.09,0.69,0.6,1.0,1.0,0.77,0.94,0.49
stemkit.csv,1.0,0.94,0.8,0.94,1.0,0.95,0.91,0.17,1.0
taokgame.csv,0.55,0.9,0.0,0.95,0.89,0.84,0.74,1.0,0.96
