,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.4,0.35,0.33,0.33,0.36,0.41,0.44,0.45,0.45,0.43,0.37,0.35,0.55,0.34,0.32
firebird.csv,0.56,0.48,0.41,0.45,0.43,0.51,0.35,0.36,0.49,0.43,0.42,0.3,0.53,0.36,0.43
flylegacy.csv,0.55,0.42,0.38,0.39,0.45,0.58,0.43,0.41,0.53,0.42,0.51,0.41,0.52,0.42,0.4
gzigzag.csv,0.85,0.35,0.65,0.5,0.51,0.6,0.51,0.51,0.52,0.86,0.84,0.89,0.6,0.38,0.58
hydrogen.csv,0.48,0.37,0.34,0.39,0.41,0.44,0.48,0.4,0.53,0.4,0.46,0.29,0.54,0.64,0.42
mcore3d.csv,0.45,0.37,0.37,0.38,0.42,0.53,0.42,0.68,0.77,0.47,0.49,0.48,0.89,0.35,0.36
nabu-library.csv,0.75,0.67,0.71,0.39,0.46,0.71,0.9,0.7,0.6,0.64,0.7,0.88,0.53,0.86,0.57
ogrehg.csv,0.92,0.41,0.47,0.55,0.46,0.5,0.45,0.54,0.54,0.5,0.53,0.64,0.75,0.4,0.48
qgo.csv,0.38,0.42,0.33,0.33,0.35,0.43,0.33,0.32,0.43,0.39,0.37,0.28,0.37,0.36,0.34
qtractor.csv,0.87,0.88,0.49,0.49,0.43,0.45,0.4,0.38,0.53,0.48,0.56,0.36,0.43,0.33,0.48
rhex.csv,0.52,0.37,0.45,0.56,0.93,0.83,0.71,0.75,0.64,0.45,0.52,0.0,0.67,0.89,0.54
rocrail.csv,0.52,0.41,0.36,0.47,0.45,0.52,0.43,0.34,0.52,0.38,0.44,0.86,0.48,0.5,0.36
webdriver.csv,0.47,0.35,0.39,0.4,0.44,0.45,0.51,0.51,0.53,0.45,0.55,0.42,0.66,0.38,0.41
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0
yield.csv,0.43,0.36,0.32,0.36,0.39,0.47,0.4,0.4,0.55,0.35,0.42,0.4,0.59,0.38,0.35
