,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.97,1.0,0.98,0.99,1.0,1.0,1.0
jahshaka.csv,0.3,0.82,0.2,0.24,0.0,0.11,0.29
jatlas.csv,0.1,0.0,0.0,0.03,1.0,0.04,0.0
jedit.csv,0.95,0.55,0.55,0.64,0.6,0.46,0.33
open-media-library.csv,0.7,0.45,0.98,0.47,0.8,0.32,0.54
panda3d.csv,0.28,0.27,0.2,0.04,0.2,0.18,0.98
wheat.csv,0.36,0.18,0.68,0.12,0.6,0.96,0.5
