,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.62,0.31,0.62,0.99,0.14,0.7,0.47
jahshaka.csv,0.43,0.9,0.3,0.39,0.0,0.19,0.29
jatlas.csv,0.16,0.0,0.0,0.06,1.0,0.07,0.0
jedit.csv,0.97,0.33,0.49,0.78,0.18,0.52,0.38
open-media-library.csv,0.55,0.4,0.99,0.63,0.24,0.43,0.46
panda3d.csv,0.38,0.37,0.28,0.08,0.1,0.26,0.97
wheat.csv,0.42,0.19,0.57,0.21,0.3,0.98,0.43
