,f1,g,recall,precision,pf,wins
autat.csv,0.33,0.3,0.26,0.65,0.23,2
biodwh.csv,0.57,0.46,0.41,0.65,0.19,12
brlcad.csv,0.23,0.17,0.14,0.62,0.2,0
delphilhlplib.csv,0.56,0.58,0.55,0.8,0.32,14
exordium.csv,0.43,0.46,0.42,0.7,0.19,10
fltk.csv,0.51,0.55,0.64,0.5,0.48,8
gzigzag.csv,0.41,0.46,0.42,0.66,0.22,9
jcache.csv,0.66,0.5,0.82,0.63,0.71,11
mimosa.csv,0.61,0.39,0.89,0.63,0.86,7
moast.csv,0.32,0.3,0.35,0.47,0.32,1
mptvseries.csv,0.42,0.31,0.27,0.6,0.07,5
ogre.csv,0.46,0.45,0.62,0.5,0.69,3
qdvdauthor.csv,0.56,0.49,0.66,0.49,0.62,6
sauerbraten.csv,0.67,0.27,0.92,0.53,0.93,4
zxing.csv,0.61,0.62,0.7,0.62,0.52,13
