,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.28,0.11,0.4,0.66,0.19,0.12,0.0
flylegacy.csv,0.58,0.65,0.71,0.52,0.53,0.48,0.5
jguard.csv,0.49,0.28,0.44,0.61,0.58,0.67,0.44
mob-sen-plat.csv,0.57,0.78,0.43,0.49,0.56,0.57,0.52
raygina.csv,0.72,0.0,0.52,0.51,0.2,0.34,0.17
upp-mirror.csv,0.55,0.14,0.54,0.63,0.69,0.47,0.46
wishmaster.csv,0.28,0.14,0.46,0.45,0.58,0.49,0.72
