,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.09,0.08,0.69,0.28,0.5,0.58,0.3
brlcad.csv,0.74,0.08,0.53,0.0,0.32,0.6,0.0
ftm.csv,0.44,0.08,0.23,0.55,0.33,0.67,0.52
google-web-toolkit.csv,0.18,0.13,0.61,0.6,0.67,0.65,0.8
jcache.csv,0.58,0.0,0.63,0.66,0.59,0.4,0.92
mimosa.csv,0.55,0.0,0.33,0.83,0.48,0.34,0.68
ogre.csv,0.41,0.95,0.45,0.68,0.54,0.51,0.3
