,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.22,0.95,0.0,1.0,0.4,0.62,0.0
l2j.csv,0.53,0.29,0.13,0.58,0.27,0.99,0.01
libmesh.csv,0.14,0.03,0.0,0.21,0.83,0.65,0.0
mvdsv.csv,0.0,0.0,1.0,1.0,0.0,0.0,0.0
nova.csv,1.0,0.23,0.08,0.61,0.3,0.76,0.01
proftp.csv,0.33,0.21,0.17,1.0,0.29,0.83,0.0
