,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.86,0.1,1.02,0.93,0.86,0.91,1.04
l2j.csv,0.42,0.69,0.65,0.54,0.91,0.02,0.79
libmesh.csv,0.93,1.0,1.0,0.95,0.12,0.85,1.0
mvdsv.csv,1.0,1.0,0.0,0.93,1.0,1.0,1.0
nova.csv,0.08,0.68,0.83,0.47,0.81,0.7,0.74
proftp.csv,0.78,0.75,0.48,0.03,0.84,0.63,1.17
